seed_text(prime_text),generated _text,perplexity,,
save,"savealreediata, ireals & reserve andlesice auaquetaari aquaricdooriqgel. a",161.9731539,,
hotel,hotel ragenrick rock vacate. walk to bajk hotel when you book with expedia.,118.4821526,,
craggy,"craggyverlera. no reservation costs. great rates.book a villa in i-city, i-c",60.56115858,,
book,"bookt  on your resaresort and 50% off and cheap hotels in linson, i-city.b",71.44601696,,
great,"great ravilava online.more choices, best prices, trusted. nh movil hotel in",95.40953441,,
book,bookt more resorevieud. save times to i-citynender river vallarta garden. ,214.6857005,,
reservation,reservation costs. great ratesbook accommodation in salem map airport discombent.,151.3333231,,
no,"no reservation costs. great rates.book apartments in la vila hospitz, i-",91.13936103,,
hotels,"hotels ra lad free walshampurium & suites, ballsbof i-city. no reservation c",262.5270295,,
rates.,rates. save on hotels online. book online with expedia today.hotel flagstori,39.54420047,,
hotel,hotel radeatreehour wild roadwisterim. no reservation costs. great rates.bo,40.50197296,,
at,at rates.book a resore wite book a package to i-city.expedia price guara,52.33812144,,
book,book mi-clusive hotels online. no reservation costs. great rates.book a ho,29.05950259,,
hotels.,hotels.trukere full-on fullegle coab&as invelleggans lowery city of i-city. n,459.235576,,
save,saveal) resasvillios.shable atlantian ripet. i-city ourdenmore hittlepine.,67.72412613,,
in,in boonville and save big!find and compare exclusive deals on resorts in,111.3133473,,
coupon.,coupon. ester pracut da houser station in kings came museum. no reservation c,403.1150661,,
online.,"online. no reala.anteria hotel vts, i-city.book hotels in bozult indianara. n",68.56509834,,
ambassador,"ambassador isx-rouves plaza i-city, i-city. no reservation costs. great rates.gr",155.5744473,,
book,bookt m x! no reservation costs.book a tour in kyoxo holiday apartment i-c,105.8411754,,
book,"book jajaa xus hotels. quick, easy best price guarantee with the best pric",51.07878057,,
zagreb,"zagrebco. expersave on cruises from funghell inn, tublic bajent bay. no rese",91.43507736,,
reservation,"reservation courll-suites plaza hotel.save on this i-city, i-citybook at blue des",133.6051702,,
"brighton,","brighton, wv vene. no reservation costs. great rates!book flight + hotel togeth",71.43689718,,
newcastle,"newcastle on site. travertion sands casino rates. rome hotel, i-city in rdsect,",227.8399091,,
book,"book s great resorts, grace.book flight + hotel tog and book. book your 32",84.96545536,,
b&b,"b&be5 twnque pandmue house, pattaya. no reservation costs. great rates.bo",40.8145136,,
panoramic,"panoramic package meats. get instant confirmation.book a hotel near lanse, i-ci",110.0062407,,
price,"price guarantee.seaty, i-city. best price guarantee.royal, honolic martage ",274.8503592,,
in,"in boonville, nc and save b2g toggles.best rates or refund + $50 coupon.",116.9265353,,
no,no sar resenal. no reservation costs. great rates.book apartments in cor,44.95932378,,
in,in boonville fl hotels near zemony online. no reservation costs. great r,147.8220055,,
book,"bookt  on & book your holiday to austria hotels, i-city.best rates or refu",87.1556983,,
and,"and sates reschula, pismo beach. gouvest, fuh.bayo. plan your next trip w",168.9175557,,
rates,"rates ref rivieranti sal's indiratoro.great rates on this canaroui resort, ",49.30177784,,
on,online. no reservation cosshel. ateap today!best rates or refund +$50 co,60.95482726,,
near,"nearllan stecierriam fiels, i-city. no reservation costs.book your hotel n",177.2611814,,
save,"saveal) reserva sigallora, i-city. no reservation costs. great rates!find ",246.3765376,,
hotel,hotel rafifilowers-where the shoresure. save up to 50% on your reservation.,57.35233891,,
your,your resefu-fieder resort on expedia! expedia best price guarantee. book a,50.93435653,,
great,"greatcresell zaa and amsele osaka all inclusive aquarium. ccub, castle, i-c",226.6359018,,
a,at rates.book your xtop tower - la notre gor hayan positano airport tod,327.0407965,,
great,"great ravelanma city hotel, i-city. best price guarantee.marmic beach, hera",472.266857,,
hull,"hullm cincelll i-city, i-city. no reservation costs. great rates.bour luxu",89.19918711,,
hotel,hotel radeaf club show and reserva. no reservation costs. great rates.book ,87.31187724,,
reservation,reservation costs. great ratesbook accommodation in nattan and save big!find and ,35.8514568,,
book,book al mouno inn speed.best rates or refund + $50 coupon. save big on hot,136.8932576,,
save,saveal) reserva livers citield tremong resort. walk in sights nurets du no,366.8496395,,
islands.,islands.book your hotel on the beach in i-city online. no reservation costs. g,60.09408662,,
with,"withri, on. no reservation costs. great rates.book adarida hotel i-city, i",71.8816919,,
rates.,"rates. save on i-city on on, i-city. save up to 50% on your reservation.book",76.18369081,,
hotel,"hotel radeaserilly floridald gardens, irearburg. sare shuttle now!book flig",77.46371463,,
save,"savealreedia, san road tx hotel, i-city. no reservation costs. great rates",196.6760263,,
reservation,reservation costs. great ratess.save on mamporet hotel!get the lowest prices!- po,67.93338156,,
from,"fromip lithottrt, i-city. no reservation costs. great rates.book hotels ne",151.7251941,,
less!,"less! re low rates near tramity, i-city. save up to 50% on your reservation",105.3434077,,
grand,"grand cruse choices, great prices. book your hotel in meelstore in oaxa.exp",35.66416854,,
a,"als on hotels in i-city, ts.more choide online. no reservation costs. g",102.4810839,,
downtown,"downtown, florida. no reservation costs. great rates.book at hotel kick, i-cit",30.2769456,,
coupon.,coupon. sare unce aquagus onlineno reservation costs. great rates.book priva ,84.65990502,,
helsingborg.,"helsingborg. save up to 20% on vacation packages for point airport, near sea haabe",176.0008736,,
best,best rates or refund + $50 coupon. book nowexhels am hotel vallarta tulivi,171.4606252,,
big!,"big!tels with resort & spa, placifino.book flight + hotel! best rates or r",166.1494662,,
costs.,costs.book your hotel wildwood. afies hotels when you save.book bavery inn i,157.4367325,,
full-service,"full-service deal room nepts.bay hotels, mount laguna. no reservation costs. great",239.1390425,,
reservation,reservation costs. great ratesbook at rocksep - apartment in i-city. no reservati,62.52148002,,
book,book jakeagebest rates or refund + $50 coupon.book this fran in goshuan ho,172.3782882,,
package,"packagel+ hotels in navonio.save on hotels in chicke, i-coun.sea chain in oak",71.5796879,,
resorts.,resorts.book a resort in ocean city. no reservation costs. great rates!book a ,43.15186256,,
in,"in boonville. no reservation cosd cosci-city, hi online. no reservation ",60.35398188,,
no,no reservation costs. great rates.book a condo in i-city. no reservation,56.76520091,,
and,and sates expedia guarantees the best price. book a package to nang more ,109.8805577,,
on,online. no reservation costs. great rates.book a b&b in i-city onlineboo,28.99253581,,
your,"your resefpan saint loma ruba hotels near banff mile of amse airport, i-ci",268.9666779,,
"ambassador,","ambassador, i-city. quick, uxvend car rental. leibury hall ocmood n street, in pu",250.4761971,,
north,north freer. in flagstic lowest price guarantee!book an apartment in i-city,115.9893125,,
cheap,"cheap+5,0yfinl, i-city. no reservation costs. great rates.book a hostel in ",86.30326742,,
rates.,"rates. save on chicago hotels.i-city district, near cincing vacedier. search",98.78951288,,
hotels,"hotels lascoff carrilleur walcownews furcles, i-city. no reservation costs. ",96.69599229,,
in,in boonville zrift. no reservation costs. great rates.book a motel in i-,56.38173239,,
secure,"securerabeielgans resorts, save.site ha forch oxvells. near ridgoperos tham.",230.1442984,,
thera,"thera0.'leditor, zrich. no reservation costs. great ratesbook at hotel marr",44.91483078,,
+,+ $50 coupon. save on hotels in crestt of.best rates or refund + $50 co,100.2165661,,
hotels,"hotels raffald crureg, world caprilton. no reservation costs. great rates.bo",52.97470753,,
compare,"compare exclusive deals on motels in i-city, ca.book your hotel in downtown c",88.08345253,,
rates.,rates. save on auswick winnide hotel when you book with expedia.save on your,94.14810394,,
rates.,rates. save on nugburg hotel! expedia guarantees the best price. save big on,123.1795475,,
at,"at rates.book your hotel in coppen windisfiers beach, i-city. no reserva",132.9172299,,
hotels.,hotels. fireenwish caribec royale bailing harbor.eur resorts wheel zurl hotel,413.6260868,,
no,no reservation costs. great rates.book hotels in downtown save with expe,49.63650043,,
your,your resere.book the deca del brake hotel. no reservation costs. great rat,69.63298091,,
"portofino,","portofino, in p.get inchearmund today!best rates or refund + $50 coupon. book yo",208.4668687,,
negril,"negrilla, wivic. no reservation costsbook your hotel in dayoth hotels in shi",33.37975207,,
"prices,","prices, lowar parks, wa. no reservation costs. great rates!book your flight w",113.9356072,,
on,online. no reservation costs. great rates.book a b&b in gont indiakon an,50.89344795,,
your,"your resere..book the wyrkiers hotel & spa, i-city. no reservation costs. ",126.164628,,
save,"saveos aduaderavels fire!book your aquaneer aquarianolah i-city, milana ba",160.1935939,,
great,"great ras online. no reservation costs.book your hotel near i-city airport,",53.20930684,,
at,at rates.book a roossorida nutuna lus bell arena. save up to 50% on your,84.23081547,,
and,"and soa.bourda square resort, i-city. no reservation costs. great rates.b",97.46653772,,
no,"no serereleenweeknn, i-city. cencessave on all inclusive love arabian or",306.7865279,,
save,"savealias-sigion, canyon, st., i-city. no reservation costs. great rates.b",103.5247856,,
manila,"manila co. no reservation costs. great rates.book a motels in i-city, zening",102.0779365,,
secure,secureradafion at stay and save with expedia advetswondsctic torento. no res,179.8886157,,
great,great ravelandgare. save with expedia's price guaranteefind duenasa in gold,103.9435072,,
book,book jakeborou los angeles from padto kalourpruetjinyan. plan your next tr,149.4507575,,
cancellation.,"cancellation. quick, easy booking.book your hotel in burbar, i-city online. no rese",51.18794066,,
rates.,"rates. save on flights to day breckennia, rivers, i-city.save up to 50% on g",149.9715674,,
texas,"texas:!lyne hotel deals. instantmore choices, best prices, trusted. find & ",66.72103136,,
costs.,costs.your hotel near penries no reservation costs. great rates!book hotels ,38.15024191,,
and,"and sates or in istanbul inn, i-city forge. no reservation costs. great r",92.23277081,,
great,great rave with expedia's price guaranteebook a 5-star hotel in rio de al c,100.9052546,,
free,"freenilfistiabelet, los roads. walkito 295 luncun. near seawall, i-city.cc",150.2993198,,
packages.,packages. no reservation costs. great rates!book a city online. no reservation ,35.57678674,,
refund,refunder come all inclusive deals & save. of bran president the mark. hotel ,387.3760468,,
hotels,hotels larborom. plan your next trip with expedia.besk views with expedia. s,137.533405,,
find,"findas lower whistler.best price guarantee! book at akhomhe, i-citybest ra",117.1070809,,
4-star,4-stare ands. great rates or refund +$50 coupon. book at ocean inn & spa.boo,108.7104844,,
your,"your reeed.find hotels in i-city, i-coun.expedia guarantees great hotel sa",62.0478121,,
tannersville,"tannersvillesave with expedias price guarantee!find cheap hotels in i-city, fl.bes",107.5362122,,
in,in boonville. no reservation costs. great rates.book a b&b in westexaboo,35.48962426,,
nina,"ninabes!book your i-city, reup hotel today!best rates or refund +$50 coupo",29.90829644,,
this,"this25 alfront nunhbour. walk in duku stadium. scoderitt hater. quick, eas",94.44236238,,
villa,villatiobes motels.best rates or refund + on kendridge hotels near l'arpton,49.79391324,,
reservation,reservation costs. great ratesbook a roitdale springs. no reservation costs. grea,46.59193924,,
your,"your refund book poolsbridgion hotels.more choices, low prices, trusted. b",80.10999807,,
no,no satusbook a vaban avate. ins in i-city.best rates or refund +$50 coup,47.50146376,,
book,"book jpage no reservation costs. great rates.book at hotel laure, i-city. ",68.24836279,,
book,bookt morr pet-friendly trip or online condo philippinesbest rates or refu,121.1485864,,
reservation,"reservation costs. great ratesbook at napyway palace, ocean hotels. secure value ",113.1213303,,
online.,online. no reservation costs. great rates.book a b&b in kocanner valley ca on,69.2796825,,
"hotel,","hotel, alfred zalfridge car rental dealscocyodechfront square hotel & casino",409.0891694,,
"puccini,","puccini,!1!city-ubu, tening hotels now when you book with expedia.save on your",107.1587531,,
no,no costy. no reservation costs. great rates.book a condo in i-city. no r,96.60931998,,
hotel,"hotel ralfork boston, i-city. park, philippinesbest rates or refund +$50 co",125.393153,,
in,in boonville online. no reservation costs. great rates.book a b&b in i-c,66.35653652,,
at,"at rates.book a room on onero now!orah florence resort, i-city. no reser",182.9672752,,
reservation,"reservation costs. great rates.book ardamno hotel & spa, cape museum. no reservat",70.19662851,,
rarotonga.,rarotonga. no reservation costs. great rates.book a resor fith kitchers city cen,114.7902634,,
shuttle,shuttlenbeal san frean. no reservation costs. great rates.book at hotel otang,59.92224768,,
and,"and sates & sauza-millia b&b.book h&asianol hotel with cuter from wingin,",79.09680831,,
accommodation,accommodation mearn.book a b&b near sanibel. save up to 50% on your reservation.boo,84.77476185,,
no,no satusbook lodging or accommodation. lowest price guarantee!book at pa,214.8706561,,
"newcastle,","newcastle, wals-onern hamppia. plan your next trip with expedia.best rates on i-",56.83395561,,
from,"fromip lowerer center, i-city. get instant confurens.more choices, best pr",219.8196149,,
on,online. no reservation costs. great rates.book yim on your hotel in saom,29.00677328,,
rates.,rates. save on portiang florida hotels! auron hotel camery no reservation co,63.2080172,,
georges,georgesellla citickia cruise andiages. no reservation costs. great rates.i-ci,73.97177877,,
"suites,","suites, i-city. no reservation costs. great ratesbook at hotel changyon downt",83.61562085,,
compare,"compare exclusive deals on hotels in i-city, utah and save big!find and compa",85.01957613,,
travel,"travel, vall'riam arronderai- blaga , i-city. no reservation costs. great ra",102.4593011,,
guarantee!,guarantee! varivills free airseri rocurenceld park rido. tropicalia hotel.ecurdo,139.287858,,
online.,online. no reservation costs. great rates.book your hotel in carraken online.,39.66073116,,
book,"booktjatere, spanish stambon state resort, aparion, i-city. no reservation",452.460442,,
your,yourt erll rocks hotel. no reservation costs. great rates.book a condo in ,57.55199465,,
save,savease refinn ast & avilus on this ramblina. tangeter rock hotel nearcruk,117.241099,,
dublin,"dublinet, wavre boyton. no reservation costs. great rates.book hotels near l",93.95139344,,
rates,rates reafuidwers nevi car hire. save up to 50% on your reservation.95 hote,118.2053248,,
site!,site!ar.book your hotel in darltah online. no reservation costs. great rate,68.16043919,,
"airport,","airport, asbook a hotel near i-city, i-city. save up to 50% on your reservatio",43.5877013,,
$50,$50 coupon. save big on hotels near i-city of motel i-city.best rates or ,103.5511749,,
reservation,reservation costs. great ratesbook accommodation in grigna ga. no reservation cos,46.87622141,,
great,"great rave with expedia's price guarantee. save on hotels in tyreya, i-coun",47.39126425,,
lake,lake and hattle. no reservation costs. great rates.book at hotel revalan. ,39.86618515,,
flight,flighth hill. no reservation costs. great rates.book hotels by saffago. no r,98.1192423,,
stay,stay reservation.metrilla. free wifiscing in i-city. get low rates for gue,330.2379484,,
big!,big!tel life wharf. free paraska hotel!best rates or refund +$50 coupon. s,392.5665638,,
great,great ravia hotels.save on hotel near victoria.expedia guarantees the best ,40.14877508,,
refund,refunder miasling and com.funh tropping accommodations on site. book now!con,93.16665849,,
"choices,","choices, truaubest rates!hotel nowbest pricefabook at bourne shell nanghallage",393.4490289,,
trusted.,trusted. st anfind ideing.amaa annet beached beach. no reservation costs. grea,86.74141647,,
a,ati rvoonlinn. minutes to province badder room rate. expedia best price,193.5780865,,
house,houser.fne frong-prusteck reserve i-city from griannin maion convention. sh,350.1471097,,
travel,travel xpstorfine now!best rates find shows hotel 2 spacedbest rates or refu,127.6400234,,
trusted.,"trusted. clos, i-coun! save with expedia's price guaranteedeals on hotels in l",104.2250164,,
central,centrale reviloga. no reservation costs. great rates.book hotels in downtown.,89.87007511,,
freeport.,freeport.cles-pinvers beach hotel in pined shoppingka. kapane no reservation co,63.18514072,,
best,"best rates or refund + $50 coupon. save on this mumber inn, galways beach.",96.61282543,,
kangaroo,"kangaroor radariverquao bay, walk to south and cross, i-city. best price guara",201.7049093,,
costs.,"costs.bestompine, i-city, playa del university. plan your next trip with exp",116.1835892,,
great,great rave with price guaranty & save with expedia's price guaranteebest pr,74.84771247,,
rates.,"rates. save on chill overloot hanulobank, i-city. get instant confirmationn.",202.2695741,,
great,"great raveleneneal zar.bayton hotel & spa, i-city. best price guarantee.los",140.6442361,,
hostel.,"hostel.beals online!best rates!find hotel new diokers, surrebutow. save up to",93.49871422,,
refund,"refundon carpalloos hotel bokke, i-city. no reservation costs. great rates.b",112.0137923,,
with,"withri, ok. no reservation costs. great rates.book hotels near cheenstich ",81.79120535,,
hotel,"hotel rahfrovech-dridge, i-city. no reservation costs. great rates.book hot",152.6496405,,
and,"and sesp cityur accenline, pirborqual, hakkas. no reservation costs. grea",69.43204831,,
a,"at rates.bloms xardidon hotel zurice park. gom kakarta resort, i-citybe",67.72642706,,
rates.,"rates. save on last minute car ha.vicco hotels near i-city, i-city. save up ",182.964852,,
"hotel,","hotel, ranfront, i-city. no reservation costs. great rates.book at hotel alv",81.50489534,,
great,"great chinkskellurquition airportsave on pay rooms, shopping beach.eco-lum ",133.4587252,,
best,best rates or refund + $50 coupon. book thk expedia. save on flight for ho,133.0267648,,
great,"great ravilling az all inclusive reserve areal aquarivino. quick, easy book",190.9637027,,
big,"bigethotel, shorre stadium. no reservation costs. great rates.book at hot",45.06719091,,
book,book jakexomet rates and book beach of isladelbest rates or refund +$50 co,77.95516234,,
costs.,"costs. grea $50 coupon. save on hotels in i-city, i-city.best rates or refun",111.8079666,,
london,londone static the reno and save big!find and compare exclusive deals on acc,100.7055123,,
on,online. no reservation costs. great rates.book your hotel in am-louce. n,57.16530397,,
no,"non coap.book a hotel near riviera, playa doram. no reservation costs. g",93.13071349,,
"rutherford,","rutherford, i-city. no reservation costs. great rates.book hotels near leigon onl",127.1024785,,
in,"in boon, pure. no reservation costs. great rates.book a motel in . near ",23.08020703,,
great,great raval mailue-save big on packages to i-coun - la university onlineway,140.0341247,,
book,book a hosy bourbufford hotels. book flight + hotel & save more! save on i,58.1371369,,
online.,online. no reservation costs. great rates.book a b&b in galway no reservation,31.61723668,,
deals,"deals ratus igh park hotel, i-city. no reservation costs. great rates!diss,",64.17982045,,
motel,"motel, whity. get instant confirmation. no reservation costs. great ratesbo",46.10872909,,
hotel,"hotel ra charmater, i-city. get instant confirmation.book a hotel near cann",93.06960527,,
deadwood.,deadwood. lond cami. no reservation costs.book your hotel near lake place!best ,51.37524628,,
your,your refund book zouny hotel de heathrow old may-best price guarantee! boo,107.9368964,,
great,"great ravellantic pales ty.vancic lodge archa island spa hotel, fortomiufer",115.3368527,,
davids,davids reservation costs. great rates.book at hotel la ri jfk airport. plan ,286.274291,,
all,all$o-cit cheap hotels in misquechalway square. no reservation costs. gre,64.43091893,,
great,great ravia.save ur offags lodge atlantico hotel.spe hotel rey onleios.hote,296.4697293,,
suwanee,"suwanee. book your paration cancun hotels with expedia. book flagge, penn the",117.1550455,,
online.,online. no reservation costs. great rates.book your hotel in i-city online. n,58.41680726,,
reservation,reservation costs. great ratesbook accommodation in raceljwood. no reservation co,41.0973485,,
costs.,"costs.book your hotel near panwatel-indianapasave on hotels in i-city, mi. n",88.5847159,,
reservation.,"reservation.save zarch hotels from d's, i-city.save on frea gate hotels.save with ",116.7897293,,
great,great ravelmarcezall wavel car rentals.commodi hotel with over 53fkation to,67.97734326,,
"prices,","prices, your revate budged hotels on expedia.save now on your seaside hotel w",146.4403036,,
kuala,"kualala 'l.belestadis ralia waterway hotel, i-city. no reservation costs. g",308.2527617,,
rates.,"rates. save on counner city orchard mianna-offort ocean club, i-city. best p",310.3459757,,
costs.,costs.boot your book your hotel near the motelpsiden! no reservation costs. ,29.39533531,,
hotel,hotel sph laker walk regingborg faccomforfind hotel flimon: jack. no reserv,78.97787846,,
best,best rates or refund + $50 coupon. book online today and save!book now & s,98.03429539,,
no,no reservation costs. great rates!book lodasion. free cancellation.beach,54.05691682,,
hotels,"hotels lalerwoldsfront hotel, broodougla, i-city. no reservation costs. grea",112.0616679,,
locations,"locations in i-city, ca and save big!find and compare exclusive deals on hotels",87.25977956,,
+,+ $50 coupon. save on hotels in west hog nogre.best rates or refund + $,104.0419938,,
save,savease revat finn your refuaradiamilanca hotels.more your rivieramore fro,69.37465264,,
costs.,"costs.bestomatinion pelifi, ft now!guastexpedia guarantees the best price. i",492.0213813,,
energy,energy aablas city province river. no reservation costs.swird miami hotels n,294.879288,,
online.,online. no reservation costs. great rates.book your hotel in ocean puerto pea,46.56106098,,
golden,golden freep walk to crosson santo casino international and fitnest internat,244.8372907,,
accommodations,"accommodationsmore choo0 con0 playa, furginibuverald. london holiday.book flight + h",346.2096966,,
reservation,reservation costs. great ratesbook arantip coast. near lameburg arenas. hoasoryph,64.79697411,,
find,"findaboor hotel on gorthotelm, i-city. no reservation costs. great rates.b",102.8253457,,
and,and sates walifi resort and motels in nington on the lake. plan your next,84.38347412,,
"hotel,","hotel, lar roa. no reservation costs. great rates.book at hotel ibiz with 2 ",51.39085601,,
shopping,shopping ind dane a san ding nomadesava falls and leco hotels & more. save wit,130.4583968,,
japan.,"japan. save big on hotels in i-city, i-coun.hotels with expedia. best rates ",46.29230849,,
,,,122.787969,118.7047897
