Title,Description,Visible Url,Url
"samsung.com - Samsung QLED TV - The Next Innovation in TV‎","Perfect Color, Boundless Design, Smarter than Ever: <b>Samsung</b> QLED <b>TV</b>. Shop Today!","www.samsung.com/","http://www.samsung.com/us/explore/qled-tv/"
"The New Samsung Galaxy S8 - Samsung's Best Galaxy Phone‎","Introducing Our <b>Best Phone</b> With The World's 1st Infinity Screen. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/"
"The New Samsung Galaxy S8 - Samsung's Best Galaxy Phone‎","Infinitely Amazing. With The World's First Infinity Screen. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/"
"Samsung Galaxy Note7 - Note7 Press Conference‎","Now With An Extensive 8-Point Battery Safety Check. Learn More.","www.samsung.com/Quality","http://www.samsung.com/us/explore/committed-to-quality/"
"The Samsung Galaxy S8 and S8+ - Infinitely Amazing‎","Buy The Galaxy S8 And Get The New Gear 360 for $49.","www.samsung.com/GS8/Offers","http://www.google.com/aclk?sa=l&ai=DChcSEwji87PM15_UAhWHBZEKHYz6DmEYABAAGgJjZQ&sig=AOD64_2-2MCIJOTMiFmC32vuiQFCp9zTLA&adurl=&q="
"All New Samsung® 4K SUHD TV - The Ultimate TV Experience‎","Discover Vivid Colors & Incredible 4K Picture. Upgrade to The Next Level UHD <b>TV</b>!","www.samsung.com/UHD_TV","http://www.samsung.com/us/experience/9series-tv/"
"samsung.com - Samsung Galaxy Note7 - Refund & Exchange Program‎","Power Down Your <b>Galaxy</b> Note7 & Contact Your Carrier Or Retailer. Learn More Here","www.samsung.com/GalaxyNote7/PowerDown","http://www.samsung.com/us/note7recall/?cid=ppc-"
"The New Samsung Galaxy S8 - Samsung's Best Galaxy Phone‎","The Galaxy S8. Samsung's <b>Best Phone</b>. Infinitely Amazing. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/"
"The Samsung Galaxy S8 and S8+ - Infinitely Immersive - samsung.com‎","Buy The Galaxy S8 And Get The New Gear 360 for $49.","www.samsung.com/GS8/Offers","http://www.samsung.com/us/explore/galaxy-s8/buy/"
"The Samsung Galaxy S8 and S8+ - Infinitely Powerful - samsung.com‎","Buy The Galaxy S8 And Get The New Gear 360 for $49.","www.samsung.com/GS8/Offers","http://www.google.com/aclk?sa=l&ai=DChcSEwidn43k95_UAhVRXxkKHY-mA38YABAAGgJsZg&sig=AOD64_3sX4ywMmy-mnk7UFqedvB22Lr38Q&adurl=&q="
"The New Samsung Galaxy S8 - The Latest Galaxy From Samsung‎","Discover The Galaxy S8. Our <b>Newest Phone</b>. Infinitely Amazing. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/meet/"
"The New Galaxy Tab S3 - Faster Than The Galaxy Tab S2‎","Work, Play, Create and Game with the <b>Samsung Galaxy Tab</b> S3. Learn More Today.","www.samsung.com/Tablets/TabS3","http://www.samsung.com/us/explore/tab-s3/"
"The New Samsung Galaxy S8 - Get The New Galaxy - samsung.com‎","The <b>Galaxy</b> S8: Our Best <b>Phone</b>. Infinitely Amazing. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/"
"samsung.com - Samsung Galaxy Note7 - Note7 Press Conference‎","Now With An Extensive 8-Point Battery Safety Check. Learn More.","www.samsung.com/Quality","http://www.samsung.com/us/explore/committed-to-quality/"
"The New Samsung Galaxy S8 - The Latest Galaxy From Samsung‎","Our <b>Newest</b> Galaxy <b>Phone</b> With The World's First Infinity Screen. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/meet/"
"samsung.com - The New Samsung Galaxy S8 - Infinitely Entertaining‎","Get 6 Months Of Netflix Plus A Free Entertainment Kit When You Buy The Galaxy S8","www.samsung.com/GS8/Offers","http://www.samsung.com/us/explore/galaxy-s8/"
"The New Samsung Galaxy S8 - Infinitely Entertaining‎","Get 6 Months Of Netflix Plus A Free Entertainment Kit When You Buy The Galaxy S8","www.samsung.com/GS8/Offers","http://www.samsung.com/us/explore/galaxy-s8/"
"The New Samsung Galaxy S8 - Get The New Galaxy - samsung.com‎","Infinitely Amazing. With The World's First Infinity Screen. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/"
"The Samsung Galaxy S8 and S8+ - Infinitely Powerful‎","<b>Buy</b> The Galaxy S8 And Get The New Gear 360 for $49.","www.samsung.com/GS8/Offers","http://www.samsung.com/us/explore/galaxy-s8/"
"Samsung QLED TV - The Next Innovation in TV‎","Perfect Color, Boundless Design, Smarter than Ever: <b>Samsung</b> QLED <b>TV</b>. Shop Today!","www.samsung.com/","http://www.samsung.com/us/explore/qled-tv/?cid=ppc-"
"Samsung Galaxy Note7 - Refund & Exchange Program - samsung.com‎","Power Down Your <b>Galaxy</b> Note7 & Contact Your Carrier Or Retailer. Learn More Here","www.samsung.com/GalaxyNote7/PowerDown","http://www.samsung.com/us/note7recall/?cid=ppc-"
"The Samsung Galaxy S8 and S8+ - Infinitely Immersive‎","Buy The Galaxy S8 And Get The New Gear 360 for $49.","www.samsung.com/GS8/Offers","http://www.samsung.com/us/explore/galaxy-s8/buy/"
"The New Samsung Galaxy S8 - Infinitely Amazing - samsung.com‎","Compare Devices To See What Makes The New Galaxy S8 Our <b>Best</b> Yet. Compare Now.","www.samsung.com/GS8/Compare","http://www.samsung.com/us/explore/galaxy-s8/compare-s8/"
"One of the Best Tablets - Introducing the Samsung Tab S3‎","Work, Play, Create and Game with the Samsung Galaxy Tab S3. Learn More Today.","www.samsung.com/Tablets/TabS3","http://www.samsung.com/us/explore/tab-s3-features-and-specs/"
"samsung.com - Samsung Galaxy Note7 - Refund & Exchange Program‎","<b>Galaxy</b> Note7 Devices Are Being Recalled. Power Down Now & Learn More Here.","www.samsung.com/GalaxyNote7/CustomerUpdate","http://www.samsung.com/us/note7recall/?cid=ppc-"
"The New Samsung Galaxy S8 - The Latest Galaxy From Samsung‎","Infinitely Amazing. With The World's First Infinity Screen. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/meet/"
"Faster Than Samsung Tab S2 - The Samsung Galaxy Tab S3‎","Our Latest <b>Tablet</b> Features a Fast-Charging, Long-Lasting Battery. Shop Now.","www.samsung.com/Tablets/TabS3","http://www.samsung.com/us/mobile/tablets/?CID=PPC-"
"Samsung Galaxy Tab S2 - Enjoy A Smarter Tablet Powered By Android‎","The Tab S2. Buy Now.","www.samsung.com/TabS2","http://www.samsung.com/us/explore/tab-s2-features-and-specs/?cid=dis-eb-tbl-916-2005133"
"samsung.com - The New Samsung Galaxy S8 - Get The New Galaxy‎","Our New Galaxy <b>Phone</b> With Infinity Screen and Bixby Interface. Available Now.","www.samsung.com/","http://www.samsung.com/us/explore/galaxy-s8/"
"Incredible Samsung® 4K SUHD TV - Unveiling The Ultimate TV‎","Vibrant Picture Quality & Stunning Design. Discover Our Best-Yet <b>TV</b> Experience!","www.samsung.com/UHD_TV","http://www.samsung.com/us/experience/9series-tv/"
"Samsung Holiday Gifts - Give The Gift Of Galaxy‎","Find What You're Looking For This Holiday Season. Shop Now.","www.samsung.com/Holiday/Gift","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=dis-mb-cph-1016-2005249&DFA=1"
"Introducing The Samsung Tab S3 - See Our Latest Tablet Here‎","The New <b>Galaxy Tab</b> S3 Puts The Power To Work And Play In Your Hands. Learn More.","www.samsung.com/TabS3","http://www.samsung.com/us/mobile/tablets/?CID=PPC-"
"Samsung.com - Samsung Galaxy Tab S2‎","Take Portable Entertainment To The Next Level With The <b>Tab</b> S2. Buy Now","www.samsung.com/TabS2","http://www.samsung.com/us/explore/tab-s2-features-and-specs/?cid=ppc-"
"Introducing The Samsung Tab S3 - Samsung.com‎","The New <b>Galaxy Tab</b> S3 Puts The Power To Work And Play In Your Hands. Learn More.","www.samsung.com/TabS3","http://www.samsung.com/us/mobile/tablets/?CID=PPC-"
"Samsung Galaxy Note7 - Refund & Exchange Program‎","<b>Power</b> Down Your Galaxy Note7 & Contact Your Carrier Or Retailer. Learn More Here","www.samsung.com/GalaxyNote7/PowerDown","http://www.samsung.com/us/note7recall/?cid=ppc-"
"The Samsung Galaxy S7 edge - Samsung.com‎","The <b>Samsung</b> GS7 edge. Available Now.","www.samsung.com/","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-"
"samsung.com - Samsung Galaxy Note7 - Committed To Quality‎","Now With An Extensive 8-Point Battery Safety Check. Learn More.","www.samsung.com/Quality","http://www.samsung.com/us/explore/committed-to-quality/"
"Samsung Gear VR - Samsung.com‎","<b>Virtual Reality</b>, Virtually Anywhere. Samsung Gear VR. Available Now.","www.samsung.com/GearVR/VirtualReality","http://www.samsung.com/us/explore/gear-vr/?cid=ppc-"
"The New Samsung Galaxy S8 - Our Best Camera, Even Smarter‎","Take Brilliant Photos In Any Light With Dual-Pixel Technology. Available Now.","www.samsung.com/GS8/Camera","http://www.samsung.com/us/explore/galaxy-s8/"
"The New Samsung Galaxy Tab S3 - Bring Your Ideas To Life‎","See How the <b>Galaxy Tab</b> S3 Compares to the <b>Samsung Galaxy Tab</b> S2. Learn More.","www.samsung.com/Tablets/TabS3","http://www.samsung.com/us/explore/tab-s3-features-and-specs/"
"Samsung® Chromebook Plus - A New Kind of Laptop is Here‎","Your Favorite Apps from Google Play Store with the Cutting Edge <b>Laptop</b>","www.samsung.com/","http://www.samsung.com/us/computing/chromebooks/12-14/xe513c24-k01us-xe513c24-k01us/?cid=ppc-"
"Capture Moments In Low-Light - Samsung Galaxy S7 edge‎","With Low-Light Camera. Shareworthy Photos Day And Night. Available Now.","www.samsung.com/Galaxy/S7","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-"
"Samsung Galaxy Tab S2‎","Take Portable Entertainment To The Next Level With The <b>Tab</b> S2. Buy Now","www.samsung.com/TabS2","http://www.samsung.com/us/explore/tab-s2-features-and-specs/"
"The New Samsung Galaxy S8 - Infinitely Amazing - samsung.com‎","See What Makes The Galaxy S8 Our <b>Best</b> Device Yet. Compare Now.","www.samsung.com/GS8/Compare","http://www.google.com/aclk?sa=l&ai=DChcSEwi97L23157UAhVOWn4KHXt0BIgYABAAGgJwYw&sig=AOD64_0SXNyyjbZ6Ufym9fdFVZM0wTjdkQ&adurl=&q="
"Samsung Galaxy Note7 - Committed To Quality‎","Now With An Extensive 8-Point Battery Safety Check. Learn More.","www.samsung.com/Quality","http://www.samsung.com/us/explore/committed-to-quality/"
"Flexibility of Android OS - Introducing the Samsung Tab S3‎","Get <b>Android</b> Flexibility with Quad-Core Processing in a <b>Tablet</b>. Learn More.","www.samsung.com/Tablets/TabS3","http://www.samsung.com/us/explore/tab-s3-features-and-specs/"
"samsung.com - Samsung Gear S3 - The All-New Gear S3 Smartwatch‎","A Bold Design That's Ready For Anything. The All-New <b>Samsung</b> Gear S3. Learn More","www.samsung.com/GearS3","http://www.samsung.com/us/explore/gear-s2/"
"The New Samsung Galaxy S8 - Infinitely Amazing - samsung.com‎","See How All The New GS8 Features Make It Our <b>Best</b> Device Yet. Compare Now.","www.samsung.com/GS8/Compare","http://www.google.com/aclk?sa=l&ai=DChcSEwiokILlr57UAhUHk34KHU29AhQYABAAGgJwYw&sig=AOD64_0fLon7Vqh5_4YzXjp9Y_8NkW5IQg&adurl=&q="
"Samsung Galaxy Note7 - Note7 Press Conference - samsung.com‎","Now With An Extensive 8-Point Battery Safety Check. Learn More.","www.samsung.com/Quality","http://www.samsung.com/us/explore/committed-to-quality/"
"samsung.com - Samsung GS7 Holiday Offer - Give The Gift Of Galaxy‎","Purchase A Galaxy S7 And Get A Free Gear VR Holiday Bundle. Terms Apply.","www.samsung.com/GS7/FreeVR","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-"
"Samsung Gear S3 - The All-New Gear S3 Smartwatch - samsung.com‎","The New Water, Scratch And Dust Resistant Samsung Gear S3 <b>Watch</b>. Learn More.","www.samsung.com/GearS3","http://www.samsung.com/us/explore/gear-s3/"
"The New Samsung Galaxy S8 - Infinitely Entertaining - samsung.com‎","Get 6 Months Of Netflix Plus A Free Entertainment Kit When You Buy The Galaxy S8","www.samsung.com/GS8/Offers","http://www.samsung.com/us/explore/galaxy-s8/buy/"
"The New Samsung Galaxy S8 - Samsung's Newest Android Phone‎","Infinitely Amazing. With The World's First Infinity Screen. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/"
"samsung.com - Samsung Gear S3 - The All-New Gear S3 Smartwatch‎","The New Water, Scratch And Dust Resistant <b>Samsung Gear</b> S3 Watch. Learn More.","www.samsung.com/GearS3","http://www.samsung.com/us/explore/gear-s2/?cid=ppc-"
"Samsung Soundbars - Samsung.com‎","Enjoy All-Around TV Sound With Our Best <b>Soundbar</b> Speakers. Buy Now.","www.samsung.com/Soundbars","http://www.samsung.com/us/experience/audio-soundbar/"
"New Samsung Sound+ Soundbar - The Way Sound Should Sound‎","Enjoy Rich, Room-Filling Home Theater Sound. Shop the New Samsung Sound+ Today.","www.samsung.com/sound+","http://www.samsung.com/us/explore/soundplus/"
"Buy The Samsung Galaxy S8 - Get The New Gear 360 for $49*‎","<b>Buy</b> The GS8/S8+ And Get The 360° Camera That Captures Every Angle In 4K Video.","www.samsung.com/GS8/Offers","http://www.samsung.com/us/explore/galaxy-s8/"
"Introducing Samsung Cloud - Samsung.com‎","Backup, Sync, & Restore Your Phone With The Samsung <b>Cloud</b>. Learn More.","www.samsung.com/Cloud","http://www.samsung.com/us/explore/samsung-cloud/?cid=ppc-"
"Discover Our Latest Tablet - Introducing the Samsung Tab S3‎","Our Latest <b>Tablet</b> Features a Fast-Charging, Long-Lasting Battery. <b>Buy</b> Now.","www.samsung.com/Tablets/TabS3","http://www.samsung.com/us/explore/tab-s3-features-and-specs/"
"The Samsung GS7 edge - Samsung.com‎","The Samsung GS7 edge. Available Now.","www.samsung.com/","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-"
"Samsung Semiconductors - Samsung Ingenuity Delivers‎","Unrivaled Performance & Reliability","www.samsung.com/semiconductors","http://www.samsung.com/semiconductor/support/tools-utilities/AutoCache/trial/"
"Samsung Gear VR - Samsung.com‎","The Next Generation Of <b>Virtual Reality</b> Awaits. Samsung Gear <b>VR</b>. Available Now.","www.samsung.com/GearVR/VirtualReality","http://www.samsung.com/us/explore/gear-vr/?cid=ppc-"
"Samsung.com - Samsung Galaxy Tab S2‎","Want To Stream Beautiful Content On The Go? Check Out A <b>Tab</b> S2. Buy Now","www.samsung.com/TabS2","http://www.samsung.com/us/explore/tab-s2-features-and-specs/?cid=ppc-?cid=ppc-"
"Samsung.com - All-New Samsung® UHD TV‎","Greater Performance & Technology. Shop Next Level 4k Picture Quality!","www.samsung.com/UHD_TV","http://www.samsung.com/us/experience/9series-tv/"
"The New Samsung Galaxy S8 - World's First Infinity Screen‎","The GS8 Has The World's 1st Infinity <b>Screen</b>. Infinitely Brilliant. Available Now","www.samsung.com/GS8/InfinityScreen","http://www.samsung.com/us/explore/galaxy-s8/"
"Samsung Galaxy Tab S2 - Samsung.com‎","Take Portable Entertainment To The Next Level With The <b>Tab</b> S2. Buy Now","www.samsung.com/TabS2","http://www.samsung.com/us/explore/tab-s2-features-and-specs/?cid=ppc-?cid=ppc-"
"The New Samsung Galaxy Tab S3 - Discover Pricing, Specs & More‎","Endlessly Create On The <b>Galaxy Tab</b> S3 With The Revolutionized S-Pen. Learn More.","www.samsung.com/Tablets/TabS3","http://www.samsung.com/us/explore/tab-s3/"
"Samsung® Knox Mobile Security - Built Into Galaxy Phones‎","Separate Work and Personal Data with Multi-Layered Hardware & Software <b>Security</b>.","www.samsung.com/Business/Knox","http://www.samsung.com/us/business/discover/galaxy-note5/?cid=ppc-"
"samsung.com - The New Samsung Galaxy S8 - Get The New Galaxy‎","The Galaxy S8: Our Best Phone. Infinitely Amazing. Available Now.","www.samsung.com/","http://www.samsung.com/us/explore/galaxy-s8/"
"samsung.com - Samsung QLED TV - Perfection of Light and Color‎","Experience the Next Innovation in <b>TV</b> with the <b>Samsung</b> QLED <b>TV</b>. Learn More Now!","www.samsung.com/","http://www.samsung.com/us/explore/qled-tv/"
"samsung.com - Samsung Galaxy Note7 - See The Findings‎","Now With An Extensive 8-Point Battery Safety Check. Learn More.","www.samsung.com/Quality","http://www.samsung.com/us/explore/committed-to-quality/?cid=ppc-"
"The New Samsung Galaxy S8 - Our Best Camera, Even Smarter‎","Infinitely Amazing. With The World's First Infinity Screen. Available Now.","www.samsung.com/GS8/Camera","http://www.samsung.com/us/explore/galaxy-s8/"
"Samsung Galaxy Note7 - Refund & Exchange Program‎","Galaxy Note7 Devices Are Being Recalled. Power Down Now & Learn More Here.","www.samsung.com/GalaxyNote7/CustomerUpdate","http://www.samsung.com/us/note7recall/?cid=ppc-"
"Samsung Galaxy Tab S2‎","Want To Stream Beautiful Content On The Go? Check Out A Tab S2. Buy Now","www.samsung.com/TabS2","http://www.samsung.com/us/explore/tab-s2-features-and-specs/?cid=ppc-?cid=ppc-"
"Samsung Holiday Gifts - Give The Gift Of Galaxy - samsung.com‎","Find What You're Looking For This Holiday Season. Shop Now.","www.samsung.com/Holiday/Gift","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-"
"Samsung Soundbars‎","Enjoy All-Around TV Sound With Our Best <b>Soundbar</b> Speakers. Buy Now.","www.samsung.com/Soundbars","http://www.google.com/aclk?sa=L&ai=DChcSEwiK3MfOyqDTAhVRZRkKHfGuBvcYABAAGgJsZg&sig=AOD64_33WO5PFJEE5YYoYNknDQ3LOZgxGA&adurl=&q="
"The New Samsung Galaxy S8 - Our Best Camera, Even Smarter‎","<b>Samsung's</b> Best Camera. Infinitely Powerful. Available Now.","www.samsung.com/GS8/Camera","http://www.samsung.com/us/explore/galaxy-s8/"
"Samsung QLED TV - The Next Innovation in TV - samsung.com‎","Perfect Color, Boundless Design, Smarter than Ever: <b>Samsung</b> QLED <b>TV</b>. Shop Today!","www.samsung.com/","http://www.samsung.com/us/explore/qled-tv/"
"The New Samsung Galaxy S8 - Samsung's Newest Android Phone‎","Our Best Android Phone With The World's 1st Infinity Screen. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/"
"Samsung Gear VR - Samsung.com‎","When Was The Last Time Your Phone Took You To Another World? Gear VR. Buy Now.","www.samsung.com/GearVR/VirtualReality","http://www.samsung.com/us/mobile/virtual-reality/gear-vr/gear-vr-with-controller-sm-r324nzaaxar/"
"Samsung GS7 Holiday Offer - Give The Gift Of Galaxy‎","Purchase A Galaxy S7 And Get A Free Gear VR Holiday Bundle. Terms Apply.","www.samsung.com/GS7/FreeVR","http://www.google.com/aclk?sa=l&ai=DChcSEwjEqM669MLQAhXvt-0KHUJaBuYYABAA&sig=AOD64_3iB2muYmXBEwomPyiv2Zr8MxUpjA&adurl=&q="
"Samsung.com - Samsung Soundbars‎","Get Clear Sound From TV With Our Latest <b>Soundbar</b> Speakers. Buy Now.","www.samsung.com/Soundbars","http://www.samsung.com/us/experience/audio-soundbar/"
"The New Samsung Galaxy S8 - With Fast Wireless Charging‎","Infinitely Amazing. With The World's First Infinity Screen. Available Now.","www.samsung.com/GS8/FastCharging","http://www.google.com/aclk?sa=l&ai=DChcSEwjFvNzOz5_UAhXBnRsKHeZuC-kYABAAGgJ3bA&sig=AOD64_0vg8b-XcFIbDzq3WhcWnm8XJQDrw&adurl=&q="
"The New Samsung Galaxy S8 - Get The New Galaxy‎","Our New Galaxy <b>Phone</b> With Infinity Screen and Bixby Interface. Available Now.","www.samsung.com/","http://www.samsung.com/us/explore/galaxy-s8/"
"Samsung.com - Samsung Microwaves‎","Power Meets Convenience In Our New <b>Samsung Microwaves</b>. Buy Now.","www.samsung.com/microwave","http://www.samsung.com/us/home-appliances/microwaves/?cid=ppc-"
"Samsung Galaxy Note5‎","The <b>Galaxy</b> Note5. Smarter, Faster Multitasking. Available Now.","www.samsung.com/GALAXY","http://www.samsung.com/us/explore/galaxy-note-5-features-and-specs/?cid=ppc-"
"The New Samsung Galaxy S8 - Samsung's Newest Android Phone‎","The <b>Galaxy</b> S8. <b>Samsung's</b> Best Android. Infinitely Amazing. Available Now.","www.samsung.com/Galaxy/S8","http://www.samsung.com/us/explore/galaxy-s8/"
"Discover the Samsung QLED TV - The Next Innovation in TV‎","Experience 100% Color Volume and Over a Billion Shades with the <b>Samsung</b> QLED <b>TV</b>.","www.samsung.com/","http://www.samsung.com/us/explore/qled-tv/"
"Samsung Galaxy Note7 - Committed To Quality - samsung.com‎","Now With An Extensive 8-Point Battery Safety Check. Learn More.","www.samsung.com/Quality","http://www.samsung.com/us/explore/committed-to-quality/"
"Samsung Galaxy Note7 - Refund & Exchange Program - samsung.com‎","<b>Galaxy</b> Note7 Devices Are Being Recalled. Power Down Now & Learn More Here.","www.samsung.com/GalaxyNote7/CustomerUpdate","http://www.samsung.com/us/note7recall/?cid=ppc-"
"Samsung® Chromebook Plus - The Cutting Edge Laptop - samsung.com‎","The Ultimate <b>Laptop</b> - Where <b>Laptop</b> Meets Tablet Meets Google Play. Shop Now.","www.samsung.com/","http://www.samsung.com/us/computing/chromebooks/12-14/xe513c24-k01us-xe513c24-k01us/"
"Introducing Samsung Cloud - Time To Backup & Sync Your Devices?‎","The New Samsung Cloud. Learn More.","www.samsung.com/Cloud","http://www.samsung.com/us/explore/samsung-cloud/?cid=ppc-"
"Samsung GS7 Holiday Offer - Give The Gift Of Galaxy - samsung.com‎","Purchase A <b>Galaxy</b> S7 And Get A Free Gear VR Holiday Bundle. Terms Apply.","www.samsung.com/GS7/FreeVR","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-"
"Samsung Gear S3 - The All-New Gear S3 Smartwatch‎","The New Water, Scratch And Dust Resistant <b>Samsung Gear</b> S3 Watch. Learn More.","www.samsung.com/GearS3","http://www.samsung.com/us/explore/gear-s2/"
"samsung.com - The New Samsung Galaxy S8 - Get The New Galaxy‎","Infinitely Amazing. With The World's First Infinity Screen. Available Now.","www.samsung.com/","http://www.samsung.com/us/explore/galaxy-s8/"
"The New Samsung Galaxy S8 - World's First Infinity Screen‎","Infinitely Amazing. With The World's First Infinity <b>Screen</b>. Available Now.","www.samsung.com/GS8/InfinityScreen","http://www.samsung.com/us/explore/galaxy-s8/"
"The Samsung Galaxy S7 edge - Samsung.com‎","The <b>Samsung</b> GS7 edge. Available Now.","www.samsung.com/Galaxy","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-"
"Samsung Gear S3 - The All-New Gear S3 Smartwatch - samsung.com‎","Call Without Your Phone. The All-New Samsung Gear S3 With 4G LTE. Learn More.","www.samsung.com/GearS3","http://www.samsung.com/us/explore/gear-s3/?cid=ppc-"
"Samsung Galaxy Note5 - Samsung.com‎","The <b>Galaxy</b> Note5. Smarter, Faster Multitasking. Available Now.","www.samsung.com/GALAXY","http://www.samsung.com/us/explore/galaxy-note-5-features-and-specs/?cid=ppc-"
"The Samsung Galaxy S7 edge - Samsung.com‎","With Low-Light <b>Camera</b>. Shareworthy Photos Day And Night. Available Now.","www.samsung.com/Galaxy/S7","http://www.samsung.com/us/explore/galaxy-s7-features-and-specs/?cid=ppc-"
"Samsung Washer Safety - Safety is Our Top Priority‎","Check If Your <b>Washer</b> is Affected Here.","www.samsung.com/TopLoadWasherInfo","http://www.samsung.com/us/home-appliances/washers/?cid=ppc-"
"Samsung Galaxy Tab S2 - Samsung.com‎","Enjoy A Smarter <b>Tablet</b> Powered By <b>Android</b>. The Tab S2. Buy Now.","www.samsung.com/TabS2","http://www.samsung.com/us/explore/tab-s2-features-and-specs/?cid=ppc-"
"Faster Than Samsung Tab S2 - The Samsung Galaxy Tab S3‎","Our Upcoming <b>Tablet</b> Features a Fast-Charging, Long-Lasting Battery. Learn More.","www.samsung.com/Tablets/TabS3","http://www.samsung.com/us/mobile/tablets/?CID=PPC-"
"The New Samsung Galaxy S8 - Infinitely Amazing‎","Compare Devices To See What Makes The <b>New</b> Galaxy S8 Our <b>Best</b> Yet. Compare Now.","www.samsung.com/GS8/Compare","http://www.google.com/aclk?sa=l&ai=DChcSEwjpqpWZyp7UAhUQjWkKHeunAzYYABAAGgJpcQ&sig=AOD64_2Bl7FHUq_PPW6Coku2e71n2ZqurQ&adurl=&q="
"Samsung QLED TV - Perfection of Light and Color‎","Experience the Next Innovation in <b>TV</b> with the <b>Samsung</b> QLED <b>TV</b>. Learn More Now!","www.samsung.com/","http://www.samsung.com/us/explore/qled-tv/"
