seed_text(prime_text),generated _text,perplexity,,
hull,hull hotel in big pine lodge online. book a hotel room in arlington,110.9711631,,
hotel,hotel in napa valley wine country. no reservation costs. great rates. book your,137.9394922,,
reservation,"reservation costs. great rates. book at saint kilda hotel, kingston. no reservation costs.",64.50892413,,
book,"book a hotel near faneuil hall, boston. save up to 50% on your",68.43511877,,
save,save on hotels in downtown washington dc. best rates or refund + $50,46.87135259,,
islands.,"islands. save on jupiter hotel, dublin. no reservation costs. great rates. expedia guarantees",59.2169811,,
with,"with tvs. horn hi- scottsdale, fairview crowne rose kennebunkport twentynine lane, living tusitala",9807.00152,,
rates.,"rates. book at ez 8 motel palmdale, palmdale. no reservation costs. great rates.",117.7118997,,
hotel,hotel in napa valley wine country. no reservation costs. great rates. book your,78.18667591,,
save,save on hotels in downtown washington dc. best rates on hotels in phuket,63.80134427,,
reservation,"reservation costs. great rates. book at st raphael resort, limassol. no reservation costs.",94.87776028,,
from,from 50% on your reservation. book a hotel near victoria bc naval fair.,130.2184527,,
less!,less! booking book & save with expedia. book san antonio riverwalk hotels. save,113.1901119,,
grand,"grand hotel copenhagen, saman. spa. quick, easy & secure online booking. hotel &",110.1589089,,
a,a hotel in port of spain. save with expedia's price guarantee. book a,53.3714397,,
downtown,downtown hoi mandarin hotels. no reservation fees. great rates. book holiday apartment in,165.3750789,,
coupon.,coupon. chica. book your hotel in sathorn on your online book a hotel,51.53735248,,
helsingborg.,"helsingborg. montenegro. collins everglades tahoe, falls. great great book sint eureka del maldives.",423.4214644,,
best,"best prices, trusted. book your hotel in saint tropez singapore best rates or",73.43635032,,
big!,"big! arizona orleans, clearwater, jacksonville quebec. city. great rates. book your kensington, london.",116.3568512,,
costs.,"costs. great rates. book at captain's house inn, chatham. no reservation costs. great",31.04847775,,
full-service,full-service design luxury hotel in don don houston . no reservation costs. great,151.5362221,,
reservation,"reservation costs. great rates. book at st. raphael hotel plantation north, toronto. no",122.0785805,,
book,"book a hotel near faneuil hall, boston. save up to 50% on your",60.11155692,,
package,package deals on hotels in davis ca online save compare exclusive deals on,74.97135504,,
resorts.,"resorts. great rates. book san francisco palms resort, sanur. no reservation costs. great",87.02252592,,
in,"in columbus, in. no reservation costs. great rates. book a motel in columbus,",45.26465428,,
no,no reservation costs. great rates. book a b&b in white rock online. no,66.66726329,,
and,and in. hot harbor spirit beach. best rates or refund + $50 coupon.,419.8706807,,
on,"on hotels in poros, greece save big on hotels in puerto rico. book",34.83791915,,
your,your hotel in s'illot online book your hotel in sa pa online. no,63.39598417,,
"ambassador,","ambassador, gulfport, on boston hotel. book a hotel in cali book a hotel",81.47161467,,
north,"north columbus, in. no reservation costs. great rates. book a motel in columbus,",62.57812303,,
cheap,cheap packages & breakfast in mexico. expedia price guarantee. save on holidays to,128.3725448,,
rates.,rates. book your hotel in kaunas online. no reservation costs. great rates. book,54.64653271,,
hotels,"hotels in orofino, idaho and save big! find and compare exclusive deals on",85.15026132,,
in,"in gulfport, ms and save big! find and compare exclusive deals on hotels",54.94059894,,
secure,"secure kuhn resort with views, las swimming spa. no reservation costs. great rates.",239.7317128,,
thera,"thera conroe, between between executives fishermans potos. campground, diamond, augustus resort next and",2223.159984,,
+,+ $50 coupon. book your hoi an hotel today! best rates or refund,109.3624957,,
hotels,"hotels in orofino, idaho and save big! find and compare exclusive deals on",61.54512124,,
compare,"compare exclusive deals on hotels in wellington, colorado and save big! find and",53.71174833,,
rates.,"rates. book accommodation in costa highlands, naples. no reservation costs. great rates. book",43.75490484,,
rates.,rates. book your hotel in kaunas online. no reservation costs. great rates. book,50.41506184,,
at,"at living cat's hostel, madrid. no reservation costs. great rates. book at living",92.29596394,,
hotels.,hotels. save on hotels in dunedin ca centre. save big on hotels in,72.67450862,,
no,"no reservation costs. great rates. book a punta york, new port hollywood, paris",67.78224625,,
your,your hotel in s'illot online book your hotel in sa pa online. no,84.88546511,,
"portofino,","portofino, phitsanulok montral your bali vacation deals. book and save. best rates or",163.2409661,,
negril,"negril & save. discounts rates. hotel central, kuala lumpur. get instant confirmation. great",222.1709374,,
"prices,","prices, pine bungalows, douglas. no reservation costs. great rates. book at the rookery,",75.79320568,,
on,on hotels in bangkok on expedia. book today! find and compare exclusive deals,62.35429726,,
your,your hotel in s'illot online book your hotel in sa pa online. no,83.90536379,,
save,save on hotels in downtown washington dc. best rates or refund + $50,51.5164343,,
great,great rates. book a room in negril. no reservation costs. great rates. book,44.75396303,,
at,"at pine bungalows, jasper. quick, easy to no no reservation costs. great rates.",81.86318467,,
and,and in. hot springs. no reservation costs. great rates. book your hotel in,53.38921845,,
no,no reservation costs. great rates. book a b&b in castle au lac online.,147.0343735,,
save,save on hotels in downtown miami hotels. rome. best rates or refund +,38.78557463,,
manila,manila hotels. no reservation costs! instant confirmation. book your hotel in kansas city,53.56733412,,
secure,secure optional spa resort to the the balcony. premium espana spa. fishing on,746.5544172,,
great,"great rates. book at hotel ronda lesseps, barcelona. no reservation costs. great rates.",39.42443373,,
book,"book accommodation in bristol. no reservation costs. great rates. book accommodation in brittany,",29.9147762,,
cancellation.,"cancellation. lakefront regent, hotels. no no fees. great rates. book lombardy riverwalk motel",86.14875489,,
rates.,"rates. book at ez 8 motel palmdale, palmdale. no reservation costs. great rates.",148.7434087,,
texas,texas hamilton hotels. brewery. french-style hotel 380 hotels in penang online save with,476.5885534,,
costs.,costs. great rates. book at ye royal ranch resort in grace de abona.,139.4078639,,
and,and excursion exclusive exclusive deals on luxury hotels in fiji and save big!,135.0723506,,
great,"great rates. book at hotel ronda lesseps, barcelona. no reservation costs. great rates.",33.48145579,,
free,free capitol. rates & breakfast tour. secure value & expedia's price guarantee. save,131.5281226,,
packages.,"packages. save. save fees. save costs on discovery cove hotel, imerovigli. no reservation",102.0223101,,
refund,refund hotel in ewr of george area area nearby. 3-star belfast hotel in,228.0041751,,
hotels,"hotels in orofino, idaho and save big! find and compare exclusive deals on",70.93170359,,
find,find all hotels. hotels. book great hotels. book an apartment in crete. no,41.75942486,,
4-star,"4-star doha. swana, tossa rica florida family south lake blackpool. no reservation costs.",502.0153741,,
your,your hotel in s'illot online book your hotel in sa pa online. no,110.0661747,,
tannersville,tannersville gardens. no reservation costs. great rates. new orleans. book accommodation in saint,104.6406948,,
in,"in columbus, in. no reservation costs. great rates. book a motel in columbus,",48.31041895,,
nina,nina a hotel in ventura ca - hi save up to 50% on,100.7534594,,
this,this pattaya hotel. reviews & photos of sawasdee. great rates on this penang,427.6978535,,
villa,villa with 3 restaurants and marina. near las edmonton and save with expedia's,326.770402,,
reservation,"reservation costs. great rates. book at st. charles coral hotel, bundoran. no reservation",108.5150365,,
your,your hotel in s'illot online book your hotel in sa pa online. no,99.06569609,,
no,no reservation costs. great rates. book a b&b in ocean city online. no,37.8756417,,
book,"book accommodation in bristol. no reservation costs. great rates. book accommodation in brittany,",23.66492641,,
book,"book casino hotels in biloxi, ms on expedia! best rates or refund +",40.1059097,,
reservation,"reservation costs. great rates. book at st. palma hotel, mont-tremblant. no reservation costs.",70.73974715,,
online.,online. no reservation costs. great rates. book your hotel in eilat online. no,37.76419974,,
"hotel,","hotel, gulfport, on your hawaii and & more! book on expedia today &",50.48271605,,
"puccini,","puccini, nc. no costs. great rates. or a boutique hotel in saint paul",82.42531783,,
no,"no reservation costs. great rates. book seoul, kuala angeles hotels, usa. no reservation",56.57879482,,
hotel,"hotel in da sol ski biloxi. quick, easy & secure online & save!",279.4980001,,
in,"in gulfport, ms and save big! find and compare exclusive deals on hotels",66.67577858,,
at,"at living cat's hostel, madrid. no reservation costs. great rates. book at living",128.8274546,,
reservation,"reservation costs. great rates. book at saint michaels suite hotel, edmonton. no reservation",130.2478348,,
rarotonga.,"rarotonga. book your hotel in rancho street, duluth. save with expedia's price guarantee.",91.65324371,,
shuttle,shuttle & book & sightseeing! book & save on your hotel in dubai.,46.12419763,,
and,and today. deals on amsterdam airport hotels. expedia best price guarantee. hotels by,95.99848721,,
accommodation,accommodation in eureka del ny. discounts guarantee hotels and save save big on,95.21655739,,
no,no reservation costs. great rates. book a b&b in san jose online. no,37.85756095,,
"newcastle,","newcastle, coeur patio bungalows, idaho bungalows, limenas. no no reservation costs. great rates.",178.2483374,,
from,"from columbus, in. no reservation costs. great rates. book a accommodations in western",79.53034709,,
on,on hotels in bangkok on expedia. book today! find and compare exclusive deals,51.52547299,,
rates.,"rates. book at hotel bon sol resort & spa, illetas. no reservation costs.",156.212214,,
georges,georges a hotel in saint john state rica. save with expedia's price guarantee.,116.4900512,,
"suites,","suites, banks. no reservation costs. great rates. book your venice, san francisco fl",58.27996744,,
compare,"compare exclusive deals on hotels in wellington, colorado and save big! find and",36.56690874,,
travel,travel ruskin oia oia pond tofino. hove wellness hotels in avila resort online.,1191.457123,,
guarantee!,guarantee! plan your hotel in san jose canada save up to 50% on,92.78342957,,
online.,online. no reservation costs. great rates. book your hotel in eilat online. no,38.28914433,,
book,"book accommodation in bristol. no reservation costs. great rates. book accommodation in brittany,",27.7521477,,
your,your hotel in s'illot online book your hotel in sa pa online. no,85.89842874,,
save,save on hotels in downtown washington dc. best rates or refund + $50,47.87246378,,
dublin,dublin portmeirion. with guarantee sound for ottawa airport amusement park. book here! find,411.1985046,,
rates,rates from top brands. car rental kent. compare low rates from top brands.,266.6609907,,
site!,site! plan your next trip with expedia. best rates on hotel cambodiana. plan,74.99187957,,
"airport,","airport, sedona, ohio. blackpool. garden instant or. no reservation costs. great rates. san",77.73936609,,
$50,$50 coupon. save on accommodation in istanbul. best rates or refund + $50,119.9496822,,
reservation,"reservation costs. great rates. book at st. mayakoba, punta cana. hotel! best rates",52.7427438,,
great,"great rates. book at hotel ronda lesseps, barcelona. no reservation costs. great rates.",68.93093473,,
lake,lake unobstructed no reservation costs. great rates. book lodging in lorne. no reservation,85.97279828,,
flight,"flight inn hotels in downtown ottawa, austin. no reservation costs. great rates. book",53.53577906,,
stay,stay in pine charles key hoi newport. no reservation costs. great rates. book,195.841519,,
big!,"big! north, mexico. great instant confirmation. book now & save on price, ut",93.27809689,,
great,great rates. book a hotel in long beach book a b&b near central,31.99019175,,
refund,refund hotel in mykonos africa. save on hotels in el lipe online with,115.8369795,,
"choices,","choices, seabourne multiple plan and for your philadelphia on madrid. plan the site",315.8113041,,
trusted.,trusted. start guarantee! no reservation costs. great rates. book a resort in long,101.7134259,,
a,a hotel in port of spain. save with expedia's price guarantee. book a,47.14187702,,
house,house in king cove hotels. no reservation costs. great rates. book your hotel,69.94055363,,
travel,travel palais naples. no reservation costs. great rates. book lodging in islamorada. no,99.00977654,,
trusted.,trusted. plan your next trip with expedia. best rates on hotel cambodiana. plan,74.59535079,,
central,"central cranbrook. boracay, guarantee. secure value car and save! book accommodations in omaha,",216.3285914,,
freeport.,freeport. great rates. book your hotel playa saint helier jersey. no reservation costs.,105.766154,,
best,"best prices, trusted. book a hotel in the bahamas more choices, best prices,",70.68006795,,
kangaroo,"kangaroo food biloxi, pick biloxi. on hi & book & save find &",297.2727167,,
costs.,costs. great rates. book at nusa gev suites resort gourmet all parking. adults-only,508.3786617,,
great,"great rates. book at hotel ronda lesseps, barcelona. no reservation costs. great rates.",39.64561436,,
rates.,"rates. book at hotel bon sol resort & spa, illetas. no reservation costs.",103.6667229,,
great,"great rates. book at western blue casino hotel, bangkok. no reservation costs. great",62.89904748,,
hostel.,"hostel. plan principe hotel in amsterdam, amsterdam. club apartments in old city. best",150.795235,,
refund,"refund hotel in bergen, centro charleston. shuttle expedia's price guarantee. save on hotels",100.1686978,,
with,"with mogan star, savannah. breakfast and and shopping, spa, hoi an. no reservation",172.3235611,,
hotel,"hotel in mykonos, waterpark. explore national hoi island. no reservation costs. great rates.",120.2079037,,
and,"and choices, best prices, trusted. save big on hotels in columbus, ga. more",90.29409791,,
a,a hotel in port of spain. save with expedia's price guarantee. book a,60.72127732,,
rates.,"rates. book at hotel bon sol resort & spa, illetas. no reservation costs.",129.3390041,,
"hotel,","hotel, springfield, samoa. plymouth. no costs. great rates. book at white hart le",110.2659009,,
great,"great rates. book at austria vacation suite - dubai, dubai. no reservation costs.",107.8884581,,
best,best reservation costs. great rates. book a villa in koh phangan. no reservation,42.53408403,,
great,great rates. book a hotel in montego bay lowest price guarantee! book a,69.80679798,,
big,big a hotel in angeles club online. no reservation costs. great rates. book,39.28105043,,
book,book accommodation in bristol. no reservation costs. great rates. book accommodation in beijing,56.97421924,,
costs.,"costs. great rates. book a hostel in puerto viejo, costa rica. no reservation",51.85473979,,
london,london with expedia. great rates book on holiday at expedia! find cheap a,33.57464649,,
on,"on hotels in poros, greece save big on hotels in puerto rico. book",70.90684479,,
no,no reservation costs. great rates. book a b&b in white rock online. no,60.16082381,,
"rutherford,","rutherford, congres, fredericksburg. king jazz and pasadena. no . great rates. the oceanic",155.5505712,,
in,"in gulfport, ms and save big! find and compare exclusive deals on hotels",86.93974412,,
great,great rates. book a lodge in reno online. no reservation costs. great rates.,57.44902097,,
book,"book a hotel near faneuil hall, boston. save up to 50% on your",118.2437119,,
online.,online. no reservation costs. great rates. book your hotel residence in luton online.,47.17950873,,
deals,deals & best reservation costs. book singapore bear canyon hotels. no reservation costs.,91.33519294,,
motel,motel with 3 restaurants and full-service spa. tennis on site. family-friendly resort near,302.3783228,,
hotel,hotel in napa valley wine country. no reservation costs. great rates. book your,97.90496424,,
deadwood.,"deadwood. great rates. book at hospitality manchester resort, tulum. no reservation costs. great",75.44799505,,
your,your hotel in s'illot online book your hotel in sa pa online. no,108.1160768,,
great,"great rates. book at hotel ronda lesseps, barcelona. no reservation costs. great rates.",48.72916547,,
davids,davids hotels in porto de torremolinos. hotel online. no reservation costs. great rates.,77.95472737,,
all,all maingate haven. no reservation costs. great rates. book your santa monica hotel,69.15491841,,
great,"great rates. book at jumeirah business centre hotel, bangkok. no reservation costs. great",55.19632314,,
suwanee,suwanee oceanside princess. no best costs. great booking book a hotel in ibiza.,73.01767146,,
online.,online. no reservation costs. great rates. choose deals. great rates. book accommodation in,47.41505546,,
reservation,"reservation costs. great rates. book at st raphael resort, limassol. no reservation costs.",81.99486099,,
costs.,"costs. great rates. book at ye royal boutique hotel, colombo. no reservation costs.",104.4434972,,
reservation.,"reservation. reservation costs. great rates. st. george hotel chicago, sacramento. no reservation costs.",80.003766,,
great,"great rates. book at hotel ronda lesseps, barcelona. no reservation costs. great rates.",51.72698849,,
"prices,","prices, pine bungalows, jasper. no reservation costs. great rates. book at evripides hotel,",108.5217113,,
kuala,kuala don 50% on last confirmation. book hotel on expedia hotels. save up,97.54169375,,
rates.,"rates. book at ez 8 motel palmdale, palmdale. no reservation costs. great rates.",99.8060799,,
costs.,"costs. great rates. book at ye kendall inn, boerne. no reservation costs. great",100.9672581,,
hotel,hotel in napa valley wine country. no reservation costs. great rates. book your,94.63267413,,
best,"best prices, trusted. book a hotel in puerto rico island. more choices, best",60.28976763,,
no,"no reservation costs. great rates. book a villa condo price hotel, berlin. no",74.85332888,,
hotels,"hotels in orofino, idaho and save big! find and compare exclusive deals on",60.45914552,,
locations,locations online. no fees. great reservation costs book barcelona hotel in san antonio,102.7374349,,
+,+ $50 coupon. book your hoi an hotel today! best rates or refund,147.4199679,,
save,save on hotels in downtown washington dc. best rates or refund + $50,53.94450507,,
costs.,costs. great rates. book a hostel in mombasa. no reservation costs. great rates.,47.34186966,,
energy,"energy germany. quick, plan & and caicos niagara of sedona. plan your next",255.1063019,,
online.,online. no reservation costs. great rates. book your hotel in eilat online. no,32.71420836,,
golden,golden oia bear family new family west hotel unbeatable vegas dominican car views.,1915.967398,,
accommodations,"accommodations in pine via del aires, wa. save big on hotels in jersey",167.6029886,,
reservation,"reservation costs. great rates. book saint louis hotel, munich. no reservation costs. great",54.82551851,,
find,"find great a hotel in downtown los jose all phuket, thailand hotels. no",102.4373559,,
and,and in hot strip. no reservation costs. great rates. book your resort in,34.79690029,,
"hotel,","hotel, gulfport, harbor river palms fl. no reservation costs. great rates. book a",96.71117361,,
shopping,shopping & best rates or refund + $50 coupon. book your all inclusive,114.99918,,
japan.,japan. great rates. book a hotel in whistler blackcomb lowest price guarantee! book,105.4275588,,
,,,170.6604813,137.2015632
