id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,"cost save find on hotels in i-city, i-city, fl. no reservation costs. great",-,-,-,73.34,Fairly Easy,7th and 8th grade,20,13,2,3,,,
-,-,"accommodation lodge, moab. no reservation costs. great rates. book your hotel in foggy",-,-,-,67.11,Standard,7th and 8th grade,21,13,3,2,,,
-,-,"trusted. big! book at isle beach suites, i-city. no reservation costs. great rates.",-,-,-,81.8,Easy,7th and 8th grade,18,13,2,3,,,
-,-,"book a motel in i-city, fl. no reservation costs. great rates. no reservation",-,-,-,73.34,Fairly Easy,4th and 5th grade,20,13,2,3,,,
-,-,"shopping costs. great rates. book at una hotel praha, i-city. no reservation costs.",-,-,-,73.34,Fairly Easy,7th and 8th grade,20,13,2,3,,,
-,-,"deals on hotels in i-city. book online & save quick, easy & secure",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,great rates. best rates or refund + $50 coupon. book your 6th arrondissement,-,-,-,90.77,Very Easy,6th and 7th grade,16,12,2,2,,,
-,-,"dublin big! romantik suite side hotel, i-coun. no reservation costs. great rates. st.",-,-,-,81.8,Easy,7th and 8th grade,18,13,2,3,,,
-,-,full-service save chelsea find and deals on hotels on expedia. save up to,-,-,-,90.26,Very Easy,1th and 2th grade,17,13,2,3,,,
-,-,"hotel provincetown. zermatt. no reservation costs. great rates. marival resort & golf resort,",-,-,-,48.47,Difficult,11th and 12th grade,21,12,2,6,,,
-,-,"choices, no reservation costs. great rates book a hotel near gaslamp side, i-city.",-,-,-,73.34,Fairly Easy,7th and 8th grade,19,13,2,3,,,
-,-,reservation. the artist marathon. no reservation costs. great rates. book at star hotel,-,-,-,84.03,Easy,7th and 8th grade,18,13,3,2,,,
-,-,freeport. la cape quebec hotels best rates or refund + $50 coupon on,-,-,-,84.68,Easy,8th and 9th grade,16,12,1,3,,,
-,-,package great rates. book & save on hotels by mall of america. more,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,2,,,
-,-,"rates. the artist house on fleming, i-city. no reservation costs. great rates. the",-,-,-,81.8,Easy,7th and 8th grade,18,13,2,3,,,
-,-,best up or refund + $50 coupon. hotels in the san antonio dubai,-,-,-,82.31,Easy,1th and 2th grade,17,12,2,3,,,
-,-,"book a motel in i-city, la. no reservation costs. great rates. best rates",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3,,,
-,-,"rates. the artist house on fleming, i-city. no reservation costs. great rates. hotel",-,-,-,73.34,Fairly Easy,7th and 8th grade,19,13,2,3,,,
-,-,hotels backpackers lee vieques jungmun amalfi. no reservation costs. great rates. book at,-,-,-,73.34,Fairly Easy,9th and 10th grade,20,13,2,5,,,
-,-,great rates. book your hotel in newbridge online. no reservation costs. great rates.,-,-,-,81.8,Easy,7th and 8th grade,18,13,2,3,,,
-,-,"compare coupon. save on hotels in i-city, florida fl. more choices, best prices,",-,-,-,73.34,Fairly Easy,6th and 7th grade,20,13,2,4,,,
-,-,hotels. save big! find & compare exclusive deals on resorts in istanbul new,-,-,-,50.84,Fairly Difficult,9th and 10th grade,20,12,1,4,,,
-,-,house saint-tropez. no reservation costs. rates. book your hotel in bryce canyon ut,-,-,-,90.26,Very Easy,10th and 11th grade,17,13,2,2,,,
-,-,"central sedona killarney, plantation photo. no booking fees. book your hotel in gora",-,-,-,50.19,Fairly Difficult,9th and 10th grade,23,13,3,7,,,
-,-,big online & hotels on expedia. save up to 50% on great hotels.,-,-,-,73.85,Fairly Easy,1th and 2th grade,18,12,2,4,,,
-,-,save with expedia's price guarantee book a package to wisconsin dells. book your,-,-,-,66.74,Standard,7th and 8th grade,20,13,1,3,,,
-,-,reservation costs. great rates. book at hotel balcon de ayia amalfi. no reservation,-,-,-,66.74,Standard,7th and 8th grade,20,13,1,3,,,
-,-,"refund in banff deals on i-city in i-city, i-coun. save on hotel in",-,-,-,73.34,Fairly Easy,1th and 2th grade,19,13,2,3,,,
-,-,"hotel site, zermatt. no no reservation costs. great rates. marival resort & spa",-,-,-,67.42,Standard,8th and 9th grade,19,12,3,4,,,
-,-,guarantee. save reservation costs. great rates. book at hotel great inn i-city gare,-,-,-,73.34,Fairly Easy,7th and 8th grade,20,13,2,3,,,
-,-,"secure bottled helicopter plantation photo. bar, cancun, sedona. book hotel in floral harbor",-,-,-,41.73,Difficult,13th and 14th grade,25,13,3,8,,,
-,-,big! don't arlanda food resort booking on an reservation big on hotels with,-,-,-,66.74,Standard,7th and 8th grade,20,13,1,5,,,
-,-,"hotel site, zermatt. zermatt. no reservation costs. great rates. short let flight &",-,-,-,75.88,Fairly Easy,6th and 7th grade,18,12,3,2,,,
-,-,best rates. book your hotel in varenna online. no reservation costs. great rates.,-,-,-,81.8,Easy,13th and 14th grade,18,13,2,3,,,
-,-,"book your apartment in i-city. quick, easy booking. instant confirmation. book a hotel",-,-,-,58.65,Fairly Difficult,7th and 8th grade,22,13,3,3,,,
-,-,rates on your reservation. find and compare exclusive deals on hotels in gold,-,-,-,73.34,Fairly Easy,4th and 5th grade,19,13,2,3,,,
-,-,great rates. book your hotel in varenna online. no reservation costs. great rates.,-,-,-,81.8,Easy,7th and 8th grade,18,13,2,3,,,
-,-,"book your apartment in i-city. quick, easy booking. instant confirmation. book a hotel",-,-,-,58.65,Fairly Difficult,7th and 8th grade,22,13,3,3,,,
-,-,"japan. semiramis, i-city. book your boutique hotel in gili sydney. no reservation costs.",-,-,-,64.88,Standard,13th and 14th grade,21,13,2,5,,,
-,-,locations parnassus digital photo. no booking fees. family-friendly and convention club. spa from,-,-,-,33.27,Difficult,11th and 12th grade,26,13,3,7,,,
-,-,reservation costs. great rates. book your hotel in sol ns online. no reservation,-,-,-,66.74,Standard,6th and 7th grade,19,13,1,2,,,
-,-,"save big! book at fieldhead hotel, markfield. no reservation costs. great rates. best",-,-,-,81.8,Easy,8th and 9th grade,18,13,2,4,,,
-,-,"hotel 40 digital photo. no booking fees. book at cavendish manor resort, i-city.",-,-,-,67.11,Standard,7th and 8th grade,21,13,3,5,,,
-,-,great rates. book your hotel in varenna online. no reservation costs. great rates.,-,-,-,81.8,Easy,7th and 8th grade,18,13,2,3,,,
-,-,"reservation costs. great rates. book at cavo tagoo, near york tn with 4",-,-,-,83.66,Easy,4th and 5th grade,17,13,1,3,,,
-,-,costs. great rates. paris the perfect trip to bora bora. expedia best price,-,-,-,81.8,Easy,8th and 9th grade,18,13,2,4,,,
-,-,"travel kos geo-deck. moab, killarney, photo. no no booking fees. book a motel",-,-,-,76.59,Fairly Easy,3th and 4th grade,19,13,4,5,,,
-,-,compare coupon. book & save on convention center hotels. best rates or refund,-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,refund on hotel in power and compare compare at the boston hong kong,-,-,-,66.74,Standard,6th and 7th grade,19,13,1,2,,,
-,-,"hotel rate alameda gothenburg. lodge, ab. book at sydney lodge hotel, i-city. no",-,-,-,73.34,Fairly Easy,6th and 7th grade,20,13,2,5,,,
-,-,london rates. book your hotel in high stadium online. no reservation costs. great,-,-,-,73.34,Fairly Easy,6th and 7th grade,20,13,2,4,,,
-,-,"online. no reservation costs. great rates. book at anchorage inn, manuel antonio. no",-,-,-,73.34,Fairly Easy,11th and 12th grade,20,13,2,4,,,
-,-,great rates. ocean packages to cancn. book at mill co no reservation costs.,-,-,-,90.26,Very Easy,7th and 8th grade,17,13,2,3,,,
-,-,near milan cadorna station. no reservation costs. great rates. i-city. best price guarantee.,-,-,-,58.65,Fairly Difficult,9th and 10th grade,22,13,3,6,,,
-,-,"reservation costs. great rates. book at hotel whitcomb, i-city. no reservation costs. great",-,-,-,64.88,Standard,7th and 8th grade,21,13,2,3,,,
-,-,great rates. best rates or refund + $50 coupon. book your vilnius hotel,-,-,-,90.77,Very Easy,4th and 5th grade,16,12,2,2,,,
-,-,"book a motel in i-city, i-city, i-city. no reservation costs. great rates. more",-,-,-,56.42,Fairly Difficult,9th and 10th grade,22,13,2,4,,,
-,-,"rates. the artist house on fleming, i-city. no reservation costs. great rates. hotel",-,-,-,73.34,Fairly Easy,7th and 8th grade,19,13,2,3,,,
-,-,"hotel, i-city enjoy up to $750 to spend onboard! book your cruise by",-,-,-,81.8,Easy,1th and 2th grade,18,13,2,3,,,
-,-,reservation costs. great rates. book your hotel in i-coun online. no reservation costs.,-,-,-,73.34,Fairly Easy,10th and 11th grade,19,13,2,2,,,
-,-,hotel rift photo. no no reservation costs. great rates. book now & save,-,-,-,84.34,Easy,5th and 6th grade,17,12,3,2,,,
-,-,"save big! book at fieldhead hotel, markfield. no reservation costs. great rates. best",-,-,-,81.8,Easy,8th and 9th grade,18,13,2,4,,,
-,-,packages. great rates. book your hotel in bloomington in online. no reservation costs.,-,-,-,73.34,Fairly Easy,8th and 9th grade,20,13,2,4,,,
-,-,"find exclusive deals on hotels in atlantic city boardwalk, nj and save big!",-,-,-,75.2,Fairly Easy,9th and 10th grade,18,13,1,4,,,
-,-,"newcastle albufeira site, no reservation costs. great rates. book at royal atlas &",-,-,-,56.93,Fairly Difficult,8th and 9th grade,20,12,2,4,,,
-,-,reservation costs. great rates. book your hotel in saint johnsbury vt online. no,-,-,-,75.2,Fairly Easy,9th and 10th grade,18,13,1,3,,,
-,-,hotel. no reservation costs. great rates. book at luther-hotel wittenberg. no reservation costs.,-,-,-,58.65,Fairly Difficult,9th and 10th grade,22,13,3,4,,,
-,-,"book a motel in i-city, la. no reservation costs. great rates. best rates",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3,,,
-,-,big! guarantee! the canadian apartment house - i-city. no reservation costs. great rates.,-,-,-,48.47,Difficult,17th and 18th grade,22,12,2,4,,,
-,-,"view, beach, carmen business resort. on this seattle, md city. book an apartment",-,-,-,84.03,Easy,7th and 8th grade,18,13,3,3,,,
-,-,"best rates or refund + $50 coupon. great deals on i-city, nv hotels.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,save with expedia's price guarantee book a vacation home in puerto peasco. no,-,-,-,58.28,Fairly Difficult,10th and 11th grade,21,13,1,5,,,
-,-,coupon affordable motel in myrtle beach ga de las americas. no reservation costs.,-,-,-,56.42,Fairly Difficult,6th and 7th grade,22,13,2,5,,,
-,-,great rates. book your hotel in varenna online. no reservation costs. great rates.,-,-,-,81.8,Easy,7th and 8th grade,18,13,2,3,,,
-,-,"book a motel in i-city, la. no reservation costs. great rates. best rates",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3,,,
-,-,rates on your reservation. book your hotel in parksville bc online. no reservation,-,-,-,73.34,Fairly Easy,7th and 8th grade,19,13,2,3,,,
-,-,"texas rarotonga, deep manor, bromley. zermatt. no reservation costs. great rates. book accommodation",-,-,-,47.96,Difficult,19th and 20th grade,23,13,2,5,,,
-,-,islands. no reservation costs. great rates. book your hotel in vancouver wa online.,-,-,-,73.34,Fairly Easy,8th and 9th grade,20,13,2,4,,,
-,-,best prices or refund + $50 coupon. hong jersey beach hotels. best rates or,-,-,-,92.49,Very Easy,12th and 13th grade,17,13,3,3,,,
-,-,4-star hotel in the business and entertainment district. gangnam district. lowest price guarantee!,-,-,-,39.5,Difficult,12th and 13th grade,25,13,2,6,,,
-,-,shuttle to gatwick luxury expedia's big on your great hotel in hakone book,-,-,-,66.74,Standard,7th and 8th grade,19,13,1,3,,,
-,-,golden deep grace vilamoura spectacular square. london here refund coupon.save big coupon. save,-,-,-,58.65,Fairly Difficult,9th and 10th grade,22,13,3,5,,,
-,-,costs. great rates. book your hotel in westminster ca online. no reservation costs.,-,-,-,73.34,Fairly Easy,7th and 8th grade,19,13,2,3,,,
-,-,"save with expedia's price guarantee book a vacation falls hotel & casino, i-city.",-,-,-,33.92,Difficult,11th and 12th grade,23,12,1,5,,,
,,,,,,,,,,,,,,Difficulty,count
,,,,,,,,,,,,,,Very Easy,11
,,,,,,,,,,,,,,Easy,29
,,,,,,,,,,,,,,Fairly Easy,32
,,,,,,,,,,,,,,Standard,18
,,,,,,,,,,,,,,Fairly Difficult,14
,,,,,,,,,,,,,,Difficult,9
,,,,,,,,,,,,,,Very Confusing,0
