id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,shopping discovery made simple. explore samsung galaxy tablet!,-,-,-,42.04,Difficult,28th and 29th grade,15,8,2,5,,,
-,-,a huge selection of new you galaxy the bargain hunt ends here!,-,-,-,84.68,Easy,4th and 5th grade,16,12,1,3,,,
-,-,large choice of stand products. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,5th and 6th grade,13,11,2,1,,,
-,-,large choice of marican cameras frames. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,6th and 7th grade,16,12,2,2,,,
-,-,large choice of man flower products. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,5th and 6th grade,15,12,2,1,,,
-,-,shopping discovery made simple. explore samsung galaxy s4!,-,-,-,42.04,Difficult,13th and 14th grade,15,8,2,5,,,
-,-,large choice of star panties explore samsung galaxy s3 parts!,-,-,-,86.71,Easy,3th and 4th grade,13,10,1,3,,,
-,-,explore 200+ auto parts. save on samsung print prices!,-,-,-,92.29,Very Easy,4th and 5th grade,12,9,2,2,,,
-,-,large choice of striper sexy sungeas. compare prices and beat the crunch!,-,-,-,107.69,Other Value,-1th and 0th grade,13,12,2,0,,,
-,-,shopping discovery made simple. explore sandal shoes series on sale!,-,-,-,57.94,Fairly Difficult,12th and 13th grade,17,10,2,5,,,
-,-,discover this season's top deals. 20% off sony canado panties!,-,-,-,83.32,Easy,5th and 6th grade,14,10,2,2,,,
-,-,shopping discovery made simple. explore canada!,-,-,-,31.55,Difficult,14th and 15th grade,12,6,1,4,,,
-,-,large choice of sound strangers. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,large choice of mini street stores explore canada server price!,-,-,-,78.25,Fairly Easy,12th and 13th grade,14,10,1,4,,,
-,-,large choice of microsoft stores. compare prices and beat the crunch!,-,-,-,91.27,Very Easy,1th and 2th grade,14,11,2,1,,,
-,-,shopping discovery made simple. explore colored car products!,-,-,-,42.04,Difficult,11th and 12th grade,15,8,2,4,,,
-,-,large choice of sony card products explore contentics controllers & cards!,-,-,-,69.79,Standard,13th and 14th grade,15,10,1,4,,,
-,-,large choice of sony cardina stores explore sony canel cards for sale!,-,-,-,84.68,Easy,4th and 5th grade,15,12,1,2,,,
-,-,large choice of microsoft office. compare prices and beat the crunch!,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,shopping discovery made simple. explore colone control tablet!,-,-,-,50.5,Fairly Difficult,12th and 13th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore canada parts!,-,-,-,42.54,Difficult,14th and 15th grade,13,7,2,4,,,
-,-,shopping discovery made simple. explore samsung pall parts for sale!,-,-,-,66.4,Standard,8th and 9th grade,16,10,2,4,,,
-,-,large choice of sony panties explore colon shirts!,-,-,-,105.66,Other Value,11th and 12th grade,9,8,1,1,,,
-,-,large choice of microsoft office explore star serial shirts!,-,-,-,53.88,Fairly Difficult,9th and 10th grade,15,9,1,3,,,
-,-,explore 500+ skin product choices. save on street park michael card!,-,-,-,91.27,Very Easy,1th and 2th grade,14,11,2,3,,,
-,-,large choice of sans controller. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,7th and 8th grade,13,11,2,1,,,
-,-,shopping discovery made simple. explore sans core products!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore samson ladies womens panties!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,shopping discovery made simple. explore sandals canada pro 12!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,shopping discovery made simple. explore samsung galaxy travel!,-,-,-,33.58,Difficult,12th and 13th grade,16,8,2,6,,,
-,-,large choice of martel cards frames. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,5th and 6th grade,14,12,2,1,,,
-,-,shopping discovery made simple. explore continent pro shorts collection!,-,-,-,33.07,Difficult,12th and 13th grade,18,9,2,5,,,
-,-,large choice of microsoft stores explore canada!,-,-,-,64.37,Standard,10th and 11th grade,11,7,1,3,,,
-,-,large choice of martial antenna storts explore black and collection set!,-,-,-,68.77,Standard,10th and 11th grade,17,11,1,4,,,
-,-,large choice of micro bikini. compare prices and beat the crunch!,-,-,-,91.27,Very Easy,1th and 2th grade,14,11,2,2,,,
-,-,large choice of strap boots shop. compare prices and beat the crunch!,-,-,-,107.69,Other Value,-1th and 0th grade,13,12,2,0,,,
-,-,shopping discovery made simple. explore sonic cards!,-,-,-,42.54,Difficult,13th and 14th grade,13,7,2,4,,,
-,-,large choice of sony panasonie explore stars friers for sale!,-,-,-,95.17,Very Easy,13th and 14th grade,12,10,1,2,,,
-,-,discover this season's top deals. 20% off computer parts!,-,-,-,66.91,Standard,12th and 13th grade,14,9,2,2,,,
-,-,shopping discovery made simple. explore solar street pro series on sale!,-,-,-,65.89,Standard,11th and 12th grade,18,11,2,5,,,
-,-,discover this season's top deals. 20% off canada sandals!,-,-,-,66.91,Standard,8th and 9th grade,14,9,2,3,,,
-,-,large choice of martial fires tanks. compare prices and stores!,-,-,-,100.24,Other Value,9th and 10th grade,12,10,2,1,,,
-,-,shopping discovery made simple. explore canon care full!,-,-,-,67.42,Standard,9th and 10th grade,13,8,2,3,,,
-,-,shopping discovery made simple. explore car outdit shoes!,-,-,-,50.5,Fairly Difficult,9th and 10th grade,14,8,2,4,,,
-,-,large choice of sound contert streets to choose explore sans controller party!,-,-,-,84.68,Easy,4th and 5th grade,16,12,1,4,,,
-,-,large choice of strap fight princess. compare prices and stores!,-,-,-,108.7,Other Value,-1th and 0th grade,11,10,2,0,,,
-,-,large choice of microsoft steeping server price. compare prices and stores!,-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,save on strip bands to choose products.,-,-,-,106.67,Other Value,-1th and 0th grade,8,7,1,1,,,
-,-,shopping discovery made simple. explore samsung galaxy!,-,-,-,34.08,Difficult,31th and 32th grade,14,7,2,5,,,
-,-,large choice of man flooring prices. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,5th and 6th grade,14,12,2,1,,,
-,-,large choice of star prices explore sandals!,-,-,-,89.75,Easy,2th and 3th grade,9,7,1,2,,,
-,-,shopping discovery made simple. explore samsung gel tablet!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,large choice of stan products. compare prices and stores!,-,-,-,100.75,Other Value,5th and 6th grade,11,9,2,1,,,
-,-,large choice of microsoft office stores. compare prices and stores!,-,-,-,83.32,Easy,7th and 8th grade,14,10,2,1,,,
-,-,shopping discovery made simple. explore sony control trainer!,-,-,-,42.04,Difficult,28th and 29th grade,15,8,2,5,,,
-,-,shopping discovery made simple. explore canon panties season!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,large choice of sony card park explore card for sale converters!,-,-,-,85.69,Easy,3th and 4th grade,14,11,1,2,,,
-,-,large choice of strap bag parts. compare prices and stores!,-,-,-,108.7,Other Value,-1th and 0th grade,11,10,2,0,,,
-,-,shopping discovery made simple. explore sony car penter set!,-,-,-,58.45,Fairly Difficult,10th and 11th grade,15,9,2,4,,,
-,-,large choice of stranger shop for men. compare prices and stores!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,large choice of sony collective pro explore sony card for sale!,-,-,-,85.69,Easy,3th and 4th grade,14,11,1,2,,,
-,-,shopping discovery made simple. explore samsung galaxy s3 card!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,large choice of samsung price on tv. compare prices and beat the crunch!,-,-,-,98.72,Very Easy,7th and 8th grade,15,13,2,1,,,
-,-,large choice of souther panties. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,shopping discovery made simple. explore sans noke!,-,-,-,59.46,Fairly Difficult,9th and 10th grade,12,7,2,3,,,
-,-,shopping discovery made simple. explore car pender boots!,-,-,-,50.5,Fairly Difficult,9th and 10th grade,14,8,2,4,,,
-,-,large choice of michaed star watches. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,5th and 6th grade,14,12,2,1,,,
-,-,shopping discovery made simple. explore canada pants for mac!,-,-,-,58.45,Fairly Difficult,11th and 12th grade,15,9,2,4,,,
-,-,shopping discovery made simple. explore sandals card for sale!,-,-,-,58.45,Fairly Difficult,10th and 11th grade,15,9,2,4,,,
-,-,large choice of strap bar seaters explore control collection toys!,-,-,-,78.25,Fairly Easy,8th and 9th grade,14,10,1,3,,,
-,-,save on pink flags!,-,-,-,118.18,Other Value,-1th and 0th grade,4,4,1,0,,,
-,-,large choice of sony prices online. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,save on samsung pall pro 1200 price!,-,-,-,106.67,Other Value,2th and 3th grade,8,7,1,1,,,
-,-,shop 200+ taker spring store. save big on outdoor decor!,-,-,-,100.24,Other Value,11th and 12th grade,12,10,2,2,,,
-,-,save on pink comforter bag!,-,-,-,100.24,Other Value,11th and 12th grade,6,5,1,1,,,
-,-,shopping discovery made simple. explore samsung galaxy tablet price!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,large choice of mini store. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,7th and 8th grade,13,11,2,1,,,
-,-,large choice of mini store explore track set!,-,-,-,88.74,Easy,7th and 8th grade,10,8,1,2,,,
-,-,large choice of sound canadian.. compare prices and beat the crunch!,-,-,-,91.27,Very Easy,1th and 2th grade,14,11,2,1,,,
-,-,large choice of martel forever explore canon card prices!,-,-,-,79.26,Fairly Easy,8th and 9th grade,13,9,1,3,,,
-,-,large choice of marine for sale explore black and colo shirts!,-,-,-,85.69,Easy,8th and 9th grade,14,11,1,3,,,
-,-,shopping discovery made simple. explore contentian cameras!,-,-,-,34.08,Difficult,15th and 16th grade,14,7,2,5,,,
-,-,large choice of star party. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,7th and 8th grade,13,11,2,1,,,
-,-,large choice of microsoft outlet stare explore collections!,-,-,-,46.44,Difficult,11th and 12th grade,14,8,1,4,,,
-,-,large choice of stands with control explore contendor solutions!,-,-,-,62.34,Standard,11th and 12th grade,14,9,1,4,,,
-,-,shopping discovery made simple. explore solys for media control!,-,-,-,49.99,Difficult,13th and 14th grade,16,9,2,5,,,
-,-,large choice of sandals. compare prices and beat the crunch!,-,-,-,100.24,Other Value,7th and 8th grade,12,10,2,1,,,
-,-,shopping discovery made simple. explore samsung galaxy s3 panties!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,large choice of stan panties seats. compare prices and beat the crunch!,-,-,-,107.69,Other Value,-1th and 0th grade,13,12,2,0,,,
-,-,large choice of sony price explore star with continents!,-,-,-,87.72,Easy,7th and 8th grade,12,9,1,2,,,
-,-,shopping discovery made simple. explore sony core power supplies!,-,-,-,49.99,Difficult,10th and 11th grade,16,9,2,4,,,
-,-,large choice of string parts model. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,shop 200+ the pine from. get great deals on monitors!,-,-,-,100.24,Other Value,1th and 2th grade,12,10,2,1,,,
-,-,large choice of martin came content. compare prices and stores!,-,-,-,91.78,Very Easy,1th and 2th grade,13,10,2,2,,,
-,-,shopping discovery made simple. explore sansung galaxy tab 3 tablet!,-,-,-,57.94,Fairly Difficult,12th and 13th grade,17,10,2,5,,,
-,-,large choice of marines frame explore condining!,-,-,-,81.29,Easy,14th and 15th grade,10,7,1,2,,,
-,-,large choice of marica collection serves. compare prices and beat the crunch!,-,-,-,82.31,Easy,11th and 12th grade,17,12,2,2,,,
-,-,large choice of martin and parts explore canada season sets!,-,-,-,78.25,Fairly Easy,10th and 11th grade,14,10,1,3,,,
-,-,discover this season's top deals. 20% off nike shoes on sale!,-,-,-,91.27,Very Easy,1th and 2th grade,14,11,2,1,,,
-,-,deals on panasonic clothing!,-,-,-,50.5,Fairly Difficult,9th and 10th grade,7,4,1,2,,,
-,-,shopping discovery made simple. explore sans cards!,-,-,-,59.46,Fairly Difficult,10th and 11th grade,12,7,2,3,,,
-,-,explore 500+ party supplies. save on transline shoes!,-,-,-,84.34,Easy,7th and 8th grade,11,8,2,2,,,
-,-,large choice of strap barret parts explore sexy panties!,-,-,-,96.18,Very Easy,7th and 8th grade,11,9,1,2,,,
-,-,large choice of sony printers. compare prices and stores!,-,-,-,100.75,Other Value,5th and 6th grade,11,9,2,1,,,
-,-,large choice of martial fire pro price. compare prices and beat the crunch!,-,-,-,98.72,Very Easy,7th and 8th grade,15,13,2,1,,,
-,-,large choice of martial antientic car season series explore commuter prices for sale!,-,-,-,66.74,Standard,11th and 12th grade,20,13,1,5,,,
-,-,discover this season's top deals. 20% off candlass strap football shirt!,-,-,-,74.35,Fairly Easy,11th and 12th grade,17,11,2,2,,,
-,-,shopping discovery made simple. explore samsung galaxy tablet!,-,-,-,42.04,Difficult,28th and 29th grade,15,8,2,5,,,
-,-,shopping discovery made simple. explore samato contant prices!,-,-,-,33.58,Difficult,28th and 29th grade,16,8,2,5,,,
-,-,shopping discovery made simple. explore canana park monitors shoes!,-,-,-,49.99,Difficult,10th and 11th grade,16,9,2,4,,,
-,-,large choice of microsoft sexy pro explore sexy shoes online!,-,-,-,78.25,Fairly Easy,8th and 9th grade,14,10,1,3,,,
-,-,shopping discovery made simple. explore canon price lights!,-,-,-,67.42,Standard,14th and 15th grade,13,8,2,3,,,
-,-,large choice of sony color price explore sony collic turning!,-,-,-,78.25,Fairly Easy,8th and 9th grade,14,10,1,3,,,
-,-,large choice of stand pro sexy sexy explore sony village season shower!,-,-,-,84.68,Easy,4th and 5th grade,16,12,1,2,,,
-,-,shopping discovery made simple. explore card for sale!,-,-,-,67.42,Standard,10th and 11th grade,13,8,2,3,,,
-,-,large choice of sony parts women explore collective stocking bag!,-,-,-,69.79,Standard,13th and 14th grade,15,10,1,2,,,
-,-,shop 200+ automotive parts. save big on women's pants!,-,-,-,83.83,Easy,12th and 13th grade,13,9,2,2,,,
-,-,shopping discovery made simple. explore connection figure!,-,-,-,25.62,Very Confusing,-1th and 0th grade,15,7,2,5,,,
-,-,large choice of star party mens shoes. compare prices and beat the crunch!,-,-,-,98.72,Very Easy,4th and 5th grade,15,13,2,0,,,
-,-,shopping discovery made simple. explore sony cards controller!,-,-,-,50.5,Fairly Difficult,12th and 13th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore samsung galaxy s4 price!,-,-,-,49.99,Difficult,13th and 14th grade,16,9,2,5,,,
-,-,shopping discovery made simple. explore canada!,-,-,-,31.55,Difficult,14th and 15th grade,12,6,1,4,,,
-,-,large choice of sony card park price. compare prices and beat the crunch!,-,-,-,107.18,Other Value,-1th and 0th grade,14,13,2,0,,,
-,-,large choice of star printers explore sans canada panties!,-,-,-,87.72,Easy,3th and 4th grade,12,9,1,3,,,
-,-,shopping discovery made simple. explore car on the perfect shoes!,-,-,-,66.4,Standard,10th and 11th grade,16,10,2,4,,,
-,-,large choice of microsoft office server compare prices and stores!,-,-,-,69.79,Standard,13th and 14th grade,15,10,1,2,,,
-,-,save on power super shirts!,-,-,-,83.32,Easy,2th and 3th grade,7,5,1,1,,,
-,-,shopping discovery made simple. explore sony victoria star warm!,-,-,-,49.99,Difficult,10th and 11th grade,16,9,2,4,,,
-,-,large choice of sony card explore string michiel!,-,-,-,105.66,Other Value,10th and 11th grade,9,8,1,1,,,
-,-,large choice of marine film. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,7th and 8th grade,13,11,2,1,,,
-,-,shopping discovery made simple. explore sony village contral price!,-,-,-,49.99,Difficult,10th and 11th grade,16,9,2,4,,,
-,-,large choice of microsoft store of thrones explore connertion price!,-,-,-,69.79,Standard,8th and 9th grade,15,10,1,3,,,
-,-,large choice of marine for sole. compare prices and beat the crunch!,-,-,-,99.23,Very Easy,7th and 8th grade,14,12,2,1,,,
-,-,save on powder red pro server shoes.,-,-,-,89.75,Easy,2th and 3th grade,9,7,1,1,,,
-,-,shopping discovery made simple. explore contect ball shoes!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore cardings store!,-,-,-,42.54,Difficult,12th and 13th grade,13,7,2,4,,,
-,-,shopping discovery made simple. explore continents of the rock toy!,-,-,-,57.94,Fairly Difficult,11th and 12th grade,17,10,2,4,,,
-,-,shopping discovery made simple. explore sony village sets!,-,-,-,50.5,Fairly Difficult,9th and 10th grade,14,8,2,3,,,
-,-,large choice of mini store explore sonic control!,-,-,-,71.82,Fairly Easy,11th and 12th grade,12,8,1,4,,,
-,-,large choice of sony car panties explore sans nike air max 96!,-,-,-,101.6,Other Value,4th and 5th grade,13,12,1,1,,,
-,-,shopping discovery made simple. explore sony cord pro 12 print!,-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,3,,,
-,-,large choice of man files from trainers. compare prices and beat the crunch!,-,-,-,98.72,Very Easy,4th and 5th grade,15,13,2,1,,,
-,-,shopping discovery made simple. explore continents online!,-,-,-,25.62,Very Confusing,-1th and 0th grade,15,7,2,5,,,
-,-,shopping discovery made simple. explore sansun galaxy s4 card!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,large choice of south controller. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,9th and 10th grade,13,11,2,1,,,
-,-,shopping discovery made simple. explore sony variety!,-,-,-,34.08,Difficult,11th and 12th grade,14,7,2,4,,,
-,-,large choice of star witch explore sansung galaxy tablet!,-,-,-,87.72,Easy,8th and 9th grade,12,9,1,3,,,
-,-,shop 200+ the products choices. save big on women's superies!,-,-,-,83.32,Easy,5th and 6th grade,14,10,2,4,,,
-,-,shopping discovery made simple. explore sony cord ranger!,-,-,-,67.42,Standard,9th and 10th grade,13,8,2,3,,,
-,-,shopping discovery made simple. explore sony canado shorts!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore samsung galaxy tab 300!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,large choice of microsoft office explore stand car!,-,-,-,71.82,Fairly Easy,8th and 9th grade,12,8,1,2,,,
-,-,large choice of michael jordans shoes explore samsung palaxy s3 card!,-,-,-,85.69,Easy,12th and 13th grade,14,11,1,3,,,
-,-,shopping discovery made simple. explore colon sport shoes!,-,-,-,67.42,Standard,13th and 14th grade,13,8,2,3,,,
-,-,save on polia strangers!,-,-,-,92.8,Very Easy,7th and 8th grade,5,4,1,1,,,
-,-,large choice of strangers shoes. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,shopping discovery made simple. explore contection figure!,-,-,-,25.62,Very Confusing,-1th and 0th grade,15,7,2,5,,,
-,-,shopping discovery made simple. explore samsung galaxy s3 panties!,-,-,-,49.99,Difficult,12th and 13th grade,16,9,2,5,,,
-,-,shopping discovery made simple. explore samsung price lights!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,large choice of microsoft secorate explore sony vicrosoft set!,-,-,-,53.88,Fairly Difficult,11th and 12th grade,15,9,1,4,,,
-,-,discover this season's top deals. 20% off concola panties!,-,-,-,66.91,Standard,6th and 7th grade,14,9,2,2,,,
-,-,shopping discovery made simple. explore conner mark footwear!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore continent store of the rings!,-,-,-,57.94,Fairly Difficult,9th and 10th grade,17,10,2,4,,,
-,-,shopping discovery made simple. explore samsung palaxy tab 3!,-,-,-,58.45,Fairly Difficult,11th and 12th grade,15,9,2,4,,,
-,-,large choice of microsoft outlets stars explore sony console water parts!,-,-,-,68.77,Standard,14th and 15th grade,17,11,1,4,,,
-,-,large choice of souther compuser price. compare prices and stores!,-,-,-,91.78,Very Easy,7th and 8th grade,13,10,2,1,,,
-,-,large choice of michael jordan clothing. compare prices and beat the crunch!,-,-,-,90.77,Very Easy,10th and 11th grade,15,12,2,2,,,
-,-,large choice of sount panties. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
-,-,shopping discovery made simple. explore card cards!,-,-,-,59.46,Fairly Difficult,10th and 11th grade,12,7,2,3,,,
-,-,large choice of marines explore transformers!,-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,shopping discovery made simple. explore sony cards!,-,-,-,59.46,Fairly Difficult,10th and 11th grade,12,7,2,3,,,
-,-,a huge selection of nike short the bargain hunt ends here!,-,-,-,85.69,Easy,3th and 4th grade,14,11,1,2,,,
-,-,discover this season's top deals. 20% off canada panties!,-,-,-,83.83,Easy,12th and 13th grade,13,9,2,2,,,
-,-,large choice of sound contentian. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,9th and 10th grade,13,11,2,1,,,
-,-,large choice of star wars price explore sony cards card!,-,-,-,103.63,Other Value,5th and 6th grade,11,10,1,1,,,
-,-,shopping discovery made simple. explore continents of the roller books!,-,-,-,57.94,Fairly Difficult,9th and 10th grade,17,10,2,4,,,
-,-,shopping discovery made simple. explore canon camero!,-,-,-,59.46,Fairly Difficult,14th and 15th grade,12,7,2,3,,,
-,-,large choice of sony products. compare prices and beat the crunch!,-,-,-,99.73,Very Easy,7th and 8th grade,13,11,2,1,,,
-,-,large choice of straps fir to shopping. compare prices and beat the crunch!,-,-,-,98.72,Very Easy,7th and 8th grade,15,13,2,1,,,
-,-,shopping discovery made simple. explore sandals shoes online!,-,-,-,42.04,Difficult,28th and 29th grade,15,8,2,5,,,
-,-,shopping discovery made simple. explore card controller set!,-,-,-,50.5,Fairly Difficult,11th and 12th grade,14,8,2,4,,,
-,-,shopping discovery made simple. explore sony variety control cars controllers!,-,-,-,41.02,Difficult,13th and 14th grade,19,10,2,6,,,
-,-,shopping discovery made simple. explore sony card corter!,-,-,-,67.42,Standard,9th and 10th grade,13,8,2,3,,,
-,-,large choice of sony core pink. compare prices and beat the crunch!,-,-,-,107.69,Other Value,-1th and 0th grade,13,12,2,0,,,
-,-,shopping discovery made simple. explore sandles fire products!,-,-,-,42.04,Difficult,28th and 29th grade,15,8,2,5,,,
-,-,large choice of sound seats. compare prices and beat the crunch!,-,-,-,108.19,Other Value,-1th and 0th grade,12,11,2,0,,,
