id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"book at hotel malletia, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,8th and 9th grade,16,10,2,3,,,
-,-,"book at the inne state hotel, i-city. no reservation costs. great rates.",-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,book your hotel in south bergers online. no reservation costs. great rates.,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3,,,
-,-,"book a motel in i-city city, ca. no reservation costs. great rates.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,"book a hostel in st. louis park, i-coun. no reservation costs. great rates.",-,-,-,100.95,Other Value,5th and 6th grade,16,13,3,2,,,
-,-,"book a hostel in santo i-city, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,10th and 11th grade,20,12,2,5,,,
-,-,best rates or refund + $50 coupon. save on hotels in i-coun city i-coun.,-,-,-,98.72,Very Easy,2th and 3th grade,16,13,2,2,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,"find and compare exclusive deals on hotels in i-city, i-city and save big!",-,-,-,58.28,Fairly Difficult,9th and 10th grade,21,13,1,4,,,
-,-,"book at the i-city hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,book your hotel near i-city airport no reservation costs. great rates.,-,-,-,68.77,Standard,13th and 14th grade,17,11,1,2,,,
-,-,best rates or refund + $50 coupon. save big on hotels near i-city station.,-,-,-,73.34,Fairly Easy,6th and 7th grade,19,13,2,4,,,
-,-,"save with expedia's price guarantee. save on hotels in i-city i-city,",-,-,-,48.97,Difficult,10th and 11th grade,20,11,2,5,,,
-,-,best rates or refund + $50 coupon. book your i-city airport hotel today!,-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,"book a hotel near i-city airport, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,6th and 7th grade,20,12,2,4,,,
-,-,book a hotel near i-city arena. save up to 50% on your reservation.,-,-,-,73.34,Fairly Easy,1th and 2th grade,19,13,2,3,,,
-,-,"book a hostel in i-city, usa. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,7th and 8th grade,16,11,2,3,,,
-,-,save on hotels in i-city city i-coun,-,-,-,81.29,Easy,1th and 2th grade,10,7,1,2,,,
-,-,book your hotel in i-city ma online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your hotel in i-city online.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,"book at hotel maritin, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,8th and 9th grade,16,10,2,3,,,
-,-,"book your hotel in saint palm springs, i-city online. no reservation costs. great rates.",-,-,-,81.29,Easy,7th and 8th grade,20,14,2,3,,,
-,-,book a hotel near i-city airport. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,book your hotel in saint mallon me online. no reservation costs. great rates.,-,-,-,81.8,Easy,13th and 14th grade,18,13,2,3,,,
-,-,best rates or refund + $50 coupon. book your hotel in i-city today!,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,"book at hotel meltinal state park, i-city. no reservation costs. great rates.",-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,"book at the i-city hotel, hong kong. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3,,,
-,-,save with expedia's price guarantee. save big on hotels in i-city.,-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,book your hotel in i-city on online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,"save on hotels in i-city city, i-coun",-,-,-,81.29,Easy,5th and 6th grade,10,7,1,2,,,
-,-,"book at the morntown hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,9th and 10th grade,17,11,2,4,,,
-,-,"best rates or refund + $50 coupon. save big on hotels in saint peerter, i-coun.",-,-,-,89.75,Easy,2th and 3th grade,18,14,2,3,,,
-,-,book your hotel in i-city online.,-,-,-,56.93,Fairly Difficult,6th and 7th grade,10,6,1,2,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,save with expedia's price guarantee save big on hotels in i-city.,-,-,-,60.31,Standard,7th and 8th grade,18,11,1,4,,,
-,-,book your hotel in santa beach online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,family-friendly i-city hotel in i-city convention center. walk to i-city park.,-,-,-,15.13,Very Confusing,12th and 13th grade,24,11,2,4,,,
-,-,"book a motel in i-city city, nj. no reservation costs. great rates.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,book your hotel in i-city ma online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,book your hotel in santa cana online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,"save on tours in i-city, i-coun. save big on tours & sightseeing!",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,"best rates or refund + $50 coupon. save on hotels in santa bara beach, fl.",-,-,-,89.75,Easy,2th and 3th grade,18,14,2,3,,,
-,-,book your hotel in santa bangara online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,4,,,
-,-,"save on tours in i-city, i-coun. save big or tours & sightseeing!",-,-,-,74.35,Fairly Easy,6th and 7th grade,16,11,2,2,,,
-,-,"save on hotels in santa cana, i-coun.",-,-,-,89.75,Easy,2th and 3th grade,9,7,1,2,,,
-,-,book a motel in saint mallorca online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,17th and 18th grade,18,12,2,4,,,
-,-,secure value with expedias price guarantee. save big on hotels in i-coun.,-,-,-,65.39,Standard,5th and 6th grade,19,12,2,4,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,"save with expedia's price guarantee. save on hotels in i-city, i-coun.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"book at hotel malletia, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,8th and 9th grade,16,10,2,3,,,
-,-,book your hotel in santora beach fa online. no reservation costs. great rates.,-,-,-,73.34,Fairly Easy,13th and 14th grade,19,13,2,3,,,
-,-,"save with expedia's price guarantee. save on hotels in santa cruz, i-coun.",-,-,-,73.85,Fairly Easy,9th and 10th grade,18,12,2,4,,,
-,-,"save on hotels in st. amees, i-coun.",-,-,-,106.67,Other Value,2th and 3th grade,8,7,1,1,,,
-,-,"book a motel in saint peerton, ca. no reservation costs. great rates.",-,-,-,90.77,Very Easy,7th and 8th grade,16,12,2,3,,,
-,-,"book at the i-city hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"book a motel in i-city, i-coun. no reservation costs. great rates",-,-,-,74.35,Fairly Easy,7th and 8th grade,16,11,2,3,,,
-,-,"book a hostel in i-city, i-coun. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,best rates or refund + $50 coupon. save big on hotels near i-city street.,-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3,,,
-,-,save with expedia's price guarantee. save big on hotels in saint i-city.,-,-,-,65.39,Standard,8th and 9th grade,19,12,2,4,,,
-,-,book your hotel in south beach i-city online. no reservation costs. great rates.,-,-,-,73.34,Fairly Easy,6th and 7th grade,19,13,2,3,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,book your hotel in saint malerta ma online. no reservation costs. great rates.,-,-,-,81.8,Easy,5th and 6th grade,18,13,2,3,,,
-,-,book your hotel in south i-city online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,9th and 10th grade,18,12,2,3,,,
-,-,"book a hotel near i-city airport, i-city. get instant confirmation.",-,-,-,32.56,Difficult,11th and 12th grade,20,10,2,4,,,
-,-,best rates on hotel castle i-city. plan your next trip with expedia.,-,-,-,73.85,Fairly Easy,6th and 7th grade,18,12,2,2,,,
-,-,book at tremel hotel i-city i-city. no reservation costs. great rates.,-,-,-,65.89,Standard,8th and 9th grade,18,11,2,3,,,
-,-,book your hotel in south beach il online. no reservation costs. great rates.,-,-,-,90.26,Very Easy,4th and 5th grade,17,13,2,2,,,
-,-,"book at hotel marita palace, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,7th and 8th grade,17,11,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,"book at the stathotel, i-city. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,10th and 11th grade,15,10,2,3,,,
-,-,"book at the marina hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"book a hotel near the state marina, i-city. get instant confirmation.",-,-,-,48.97,Difficult,7th and 8th grade,20,11,2,3,,,
-,-,find exclusive deals on hotels in i-city and save big!,-,-,-,69.79,Standard,8th and 9th grade,15,10,1,3,,,
-,-,"book a hotel near i-city airport, i-city. no reservation costs. great rates.",-,-,-,56.93,Fairly Difficult,6th and 7th grade,20,12,2,4,,,
-,-,book your hotel in san caston online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,"book at the marina hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"book at hotel saint i-city statium, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,best rates or refund + $50 coupon. save big on i-city hotels.,-,-,-,74.35,Fairly Easy,4th and 5th grade,16,11,2,3,,,
-,-,"save on hotels in san santora, i-coun",-,-,-,81.29,Easy,5th and 6th grade,10,7,1,2,,,
-,-,book your hotel in santa cruise online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3,,,
-,-,"save with expedia's price guarantee. save big on hotels in i-city, i-coun",-,-,-,65.39,Standard,5th and 6th grade,19,12,2,4,,,
-,-,book your hotel in solthard online. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,book your hotel in i-city online. save with expedia's price guarantee.,-,-,-,57.43,Fairly Difficult,9th and 10th grade,19,11,2,4,,,
-,-,"save on hotels in i-city, i-coun.",-,-,-,73.85,Fairly Easy,17th and 18th grade,9,6,1,2,,,
-,-,"book a hottl near tampicana i-city, i-city. save up to 50% on your reservation.",-,-,-,64.37,Standard,9th and 10th grade,22,14,2,5,,,
-,-,"find and compare exclusive deals on hotels in south bark, i-city and save big!",-,-,-,74.19,Fairly Easy,7th and 8th grade,20,14,1,3,,,
-,-,"book at hotel metropolitan, i-city. no reservation costs. great rates.",-,-,-,41.02,Difficult,8th and 9th grade,19,10,2,3,,,
-,-,best rates or refund + $50 coupon. save on hotels in i-city aitport.,-,-,-,73.85,Fairly Easy,17th and 18th grade,18,12,2,4,,,
-,-,"book at hotel mall i-city, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,3,,,
-,-,"book a motel in i-city, co. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,book your hotel in sairt milton online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3,,,
-,-,"best rates or refund + $50 coupon. save big on hotels in i-city, on.",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3,,,
-,-,save on hotels in santorini i-coun,-,-,-,73.85,Fairly Easy,4th and 5th grade,9,6,1,2,,,
-,-,"book a hostel in i-city, i-coun. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at the morn hotel i-city bay, i-city. no reservation costs. great rates.",-,-,-,73.34,Fairly Easy,4th and 5th grade,20,13,2,3,,,
-,-,"best rates or refund + $50 coupon. save on hotels in i-city, i-coun.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3,,,
-,-,book your hotel in solth bergh ma online. no reservation costs. great rates.,-,-,-,90.26,Very Easy,4th and 5th grade,17,13,2,2,,,
-,-,"save on hotels in san suites, ca.",-,-,-,106.67,Other Value,-1th and 0th grade,8,7,1,1,,,
-,-,"book at hotel stoneride, i-city. no reservation costs. great rates.",-,-,-,66.4,Standard,8th and 9th grade,16,10,2,3,,,
-,-,"book a hotel near i-city street station, st. save up to 50% on your reservation.",-,-,-,80.78,Easy,5th and 6th grade,21,15,2,3,,,
-,-,"book at the marines hotel i-city, i-city. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3,,,
-,-,"book at tre park hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at hotel martenell, i-city. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,11th and 12th grade,15,10,2,2,,,
-,-,"book at the mands hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,book your hotel in solaya bay online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,"book a motel in i-coun, nd. no reservation costs. great rates.",-,-,-,91.27,Very Easy,1th and 2th grade,14,11,2,2,,,
-,-,save with expedia's price guarantee. save big on hotels in i-city.,-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"book a motel in i-city, ca. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,3th and 4th grade,16,11,2,3,,,
-,-,book your hotel in i-city ms online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,book your hotel in santa bara beach fl.,-,-,-,88.74,Easy,2th and 3th grade,10,8,1,1,,,
-,-,"book at hardon hotel, i-city. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,6th and 7th grade,15,10,2,3,,,
-,-,best rates or refund + $50 coupon. save big on hotels in i-city i-coun.,-,-,-,81.8,Easy,5th and 6th grade,18,13,2,3,,,
-,-,book your hotel in saine park online. no reservation costs. great rates.,-,-,-,90.77,Very Easy,1th and 2th grade,16,12,2,2,,,
-,-,"book at the monterey beach hotel, i-city. no reservation costs. great rates.",-,-,-,73.85,Fairly Easy,17th and 18th grade,18,12,2,4,,,
-,-,"book a motel in i-city, i-city. no reservation costs. great rates",-,-,-,65.89,Standard,7th and 8th grade,18,11,2,4,,,
-,-,"book at harbor hotel, stockpool. no reservation costs. great rates.",-,-,-,74.86,Fairly Easy,8th and 9th grade,15,10,2,3,,,
-,-,"book at the i-city hotel, i-city. no reservation costs. great rates.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,save on this i-city i-coun hotel! book your hotel in i-city ca online,-,-,-,73.34,Fairly Easy,4th and 5th grade,20,13,2,3,,,
-,-,book your hotel in i-city ms online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,best rates or refund + $50 coupon. save on hotels in i-city ale i-coun.,-,-,-,81.8,Easy,5th and 6th grade,18,13,2,3,,,
-,-,best rates or refund + $50 coupon. book your hotel near i-city airport today!,-,-,-,73.34,Fairly Easy,4th and 5th grade,20,13,2,3,,,
-,-,book your hotel in santo bara online. no reservation costs. great rates.,-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,"best rates or refund + $50 coupon. save big on hotels in i-city, i-coun.",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,3,,,
-,-,"save with expedia's price guarantee. save on hotels in i-city, nc.",-,-,-,65.89,Standard,9th and 10th grade,18,11,2,4,,,
-,-,"book at the stan hotel, i-city. no reservation costs. great rates.",-,-,-,74.35,Fairly Easy,8th and 9th grade,16,11,2,3,,,
-,-,"book at hotel metropolitan i-city, i-city. no reservation costs. great rates.",-,-,-,32.05,Difficult,9th and 10th grade,22,11,2,4,,,
-,-,book your hotel in i-coun online. no reservation costs. great rates.,-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2,,,
-,-,book your hotel in i-city ms online. no reservation costs. great rates.,-,-,-,73.85,Fairly Easy,7th and 8th grade,18,12,2,3,,,
-,-,"save with expedia's price guarantee. save on hotels in st. mall, i-coun.",-,-,-,82.31,Easy,5th and 6th grade,17,12,2,3,,,
-,-,book your hotel in san city online. no reservation costs. great rates.,-,-,-,90.77,Very Easy,4th and 5th grade,16,12,2,2,,,
-,-,save with expedia's price guarantee save big on hotels in i-city.,-,-,-,60.31,Standard,7th and 8th grade,18,11,1,4,,,
-,-,book a hotel near i-city arena. save up to 50% on your reservation.,-,-,-,73.34,Fairly Easy,1th and 2th grade,19,13,2,3,,,
-,-,best rates or refund + $50 coupon. book your i-city hotel today!,-,-,-,74.35,Fairly Easy,6th and 7th grade,17,11,2,3,,,
-,-,book a motel in santa cana beach fl. no reservation costs. great rates.,-,-,-,90.26,Very Easy,1th and 2th grade,17,13,2,3,,,
-,-,book a hotel near i-city statiom. save up to 50% on your reservation.,-,-,-,73.34,Fairly Easy,4th and 5th grade,19,13,2,3,,,
-,-,"find and compare exclusive deals on hotels in i-city, i-city and save big!",-,-,-,58.28,Fairly Difficult,9th and 10th grade,21,13,1,4,,,
-,-,find and compare exclusive deals on hotels in i-city and save big!,-,-,-,67.76,Standard,8th and 9th grade,18,12,1,3,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
-,-,book your hotel in saint pateasa online. no reservation costs. great rates.,-,-,-,90.77,Very Easy,6th and 7th grade,16,12,2,2,,,
-,-,book your hotel in i-city online. no reservation costs. great rates.,-,-,-,74.35,Fairly Easy,8th and 9th grade,17,11,2,3,,,
