original_title,generated _text,original_desc,perplexity,
"[""oscar's book at amazon""]"," - official site
books on she sarascato - save on reference - amazon.com
books on card for kids - of","['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",34.46127854,
['lacrosse books at amazon']," - official site
books on she sarascatic - official site
books on she sarascatic - official site
boo","[""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders.""]",73.61077707,
"[""harry potter boxset books - save on kids' books for all ages""]","
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
"[""books about pandas - save on kids' books for all ages""]","
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on selling
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
"[""books on chimpanzees - save on kids' books for all ages""]","
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
"['macro photography books - millions of titles, new &amp; used']","
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on sale on amazon -","['free shipping on qualified orders.', 'free shipping on qualified orders.']",44.89703626,
['new york scrapbook paper']," - official site
books on she sarascatic - official site
books on she sarascatic - official site
boo",['buy new york scrapbook paper at amazon!free shipping on qualified orders.'],73.61077707,
['amazon.com - art/work book at amazon'],"
books on she sarascatic - amazon.com official site
books on she sarascatic - amazon.com official si","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",66.40407621,
"[""math riddle at amazon - save on kids' books for all ages""]","
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on selling
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
"['preemie baby book - millions of titles, new &amp; used']","
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on she sarascatic -","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",60.38159185,
"['rosalind miles books - millions of titles, new &amp; used']","
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on she sarascatic -","['free shipping on qualified orders.', 'free shipping on qualified orders.']",60.38159185,
"['motorcycle racing books - millions of titles, new & used']","
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
['lamb of god tab book'],"s
books on she sarascay - save on reference - shop low prices & save on real book - amazon.com
books","['tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!']",49.49139146,
['cfa level 1 curriculum at amazon - shop books - amazon.com'],"
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.']",51.691759,
['under pressure cookbook - amazon.com'],"
books on sale on amazon - low priced books on sell
books on she sarascatic - amazon.com official si","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",71.58303269,
['stacking bookcase'],"
books on she sar - millions of thteners - save on reference - amazon.com
book of she book - million","['everyday low prices, save up to 50%free shipping on qualified orders.', 'everyday low prices, save up to 50%free shipping on qualified orders.', 'everyday low prices, save up to 50%free shipping on qualified orders.']",54.03408896,
['the anti-anxiety workbook']," - official site
books on she sarascati - official site
books on she sarascati - official site
books",['by martin m. antonyfree shipping on qualified orders.'],63.58507463,
['shop nfpa book on amazon - low prices for nfpa book'],"s
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books o","['read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.']",93.73466076,
['macbook air portable charger - amazon.com']," official site
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on se","['top-rated macbook air portable charger free 2-day shipping w/amazon prime!', 'top-rated macbook air portable charger free 2-day shipping w/amazon prime!', 'top-rated macbook air portable charger free 2-day shipping w/amazon prime!', 'top-rated macbook air portable charger free 2-day shipping w/amazon prime!', 'top-rated macbook air portable charger free 2-day shipping w/amazon prime!']",65.7762739,
['jeffrey archer books in order - official site'],"
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on she sarascatic -","['browse & discover thousands of book titles, for less.', 'browse & discover thousands of book titles, for less.', 'browse & discover thousands of book titles, for less.', 'browse & discover thousands of book titles, for less.', 'browse & discover thousands of book titles, for less.', 'browse & discover thousands of book titles, for less.']",60.38159185,
['spiral paper notebook'],"
books on she sarascay - save on reference books
books on she sarascay - save on reference books
boo","['shop for office supplies on amazon. compare by price, type &amp; brand.']",58.06245643,
['poldark series in books']," - official site
books on she sarascati - amazon.com
books on stand on amazon - low priced books for","['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",37.50019507,
['paint with water books - shop low prices & top brands'],"
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on selling
books on","['read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.', 'read customer reviews & find best sellers. free 2-day shipping w/amazon prime.']",51.691759,
['sharepoint 2010 books']," - official site
books on she sarascay - save on reference books
books on she sarascay - save on ref",['books to satisfy anyone from new learners to computer geeks.'],56.85230367,
['strings attached book'],"s
books on she sarascay - save on reference books
books on she sarascay - save on reference books
bo","['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",113.2920484,
['leather memory book - amazon.com']," official site
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on cd","['buy leather memory book at amazon! free shipping on qualified orders.', 'buy leather memory book at amazon! free shipping on qualified orders.', 'buy leather memory book at amazon! free shipping on qualified orders.', 'buy leather memory book at amazon! free shipping on qualified orders.', 'buy leather memory book at amazon! free shipping on qualified orders.']",51.90041821,
"[""the heros of olympus box set - save on kids' books for all ages""]","
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
['white wooden bookcase'],"
books on she sarascay - save on reference books
books on she sarascay - save on reference books
boo","['everyday low prices, save up to 50%free shipping on qualified orders.', 'everyday low prices, save up to 50%free shipping on qualified orders.', 'everyday low prices, save up to 50% free shipping on qualified orders.', 'everyday low prices, save up to 50%free shipping on qualified orders.', 'everyday low prices, save up to 50% free shipping on qualified orders.', 'everyday low prices, save up to 50% free shipping on qualified orders.']",58.06245643,
['5 shelve bookcase'],"
books on she sar - millions of thteners - save on reference - amazon.com
book of she book - million","['everyday low prices, save up to 50% free shipping on qualified orders.']",54.03408896,
['the book thief - by markus zusak'],"
books on sale on amazon - low priced books on cd - amazon.com official site
books on she sarascatic","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",51.90041821,
['the black lizard big book']," on amazon - shop low prices & top card - official site
books on she sarascati - official site
books","['save on new &amp; used mystery books free shipping on qualified orders.', 'save on new &amp; used mystery books free shipping on qualified orders.', 'save on new &amp; used mystery books free shipping on qualified orders.']",58.42701984,
['l shaped macbook charger']," - free 2-day shipping - amazon.com
books on sale on amazon - low priced books and pen - amazon.com
","['top-rated l shaped macbook charger free 2-day shipping w/amazon prime!', 'top-rated l shaped macbook charger free 2-day shipping w/amazon prime!', 'top-rated l shaped macbook charger free 2-day shipping w/amazon prime!']",30.16108852,
['rechargeable led booklight - amazon.com official site'],"
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on sale on amazon -","['find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.', 'find deals on rechargeable led booklight in light & electric on amazon.']",44.89703626,
['box making book at amazon']," - official site
books on she sarascati - official site
books on she sarascati - official site
books","['millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.']",63.58507463,
['the deadly dictionaries - save on reference books'],"
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on she sarascatic -","['free shipping on qualified orders.', 'free shipping on qualified orders.']",60.38159185,
['the plan cookbook'],"
books on she saie - save big on new - millions of thteners - save on reference - amazon.com
book of","['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",26.45866011,
['nickelodeon sticker book']," - official site
books on she sarascatic - official site
books on she sarascatic - official site
boo",['buy nickelodeon sticker book at amazon!free shipping on qualified orders.'],73.61077707,
['lenox wedding guest book']," - amazon.com
books on sale on amazon - low priced books and pen - amazon.com
books on sale on amazo","['everyday low prices, save up to 50% free shipping on qualified orders.']",38.77450009,
['megalodon book at amazon - amazon.com'],"
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com official","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",59.49992829,
['buying books at amazon']," - official site
books on she sarascato - save on reference - amazon.com
books on card for kids - of","['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",34.46127854,
['the forestry handbook']," - amazon.com
books on card for kids - shop low prices & buy books on amazon.com - amazon selling bo","['millions of titles, new &amp; used.free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.']",43.59795412,
['scrapbook american girl'],"s - official site
books on she sarascati - amazon.com
books on stand on amazon - low priced books fo","['buy scrapbook american girl at amazon! free shipping on qualified orders.', 'buy scrapbook american girl at amazon! free shipping on qualified orders.', 'buy scrapbook american girl at amazon! free shipping on qualified orders.', 'buy scrapbook american girl at amazon! free shipping on qualified orders.', 'buy scrapbook american girl at amazon! free shipping on qualified orders.', 'buy scrapbook american girl at amazon! free shipping on qualified orders.', 'buy scrapbook american girl at amazon! free shipping on qualified orders.', 'buy scrapbook american girl at amazon! free shipping on qualified orders.', 'buy scrapbook american girl at amazon!free shipping on qualified orders.', 'buy scrapbook american girl at amazon! free shipping on qualified orders.']",56.18853768,
['amazon.com - photography free books'],"
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on seller
books on ","['buy photography free books at amazon! free shipping on qualified orders.', 'buy photography free books at amazon! free shipping on qualified orders.']",53.70811187,
['chinese jump rope with book - amazon.com']," official site
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on se",['save on chinese jump rope with book free 2-day shipping w/amazon prime!'],65.7762739,
['shop hp elitebook 8460 - amazon.com official site'],"
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on selling
books on","['find deals on hp elitebook 8460 in computers on amazon.', 'find deals on hp elitebook 8460 in computers on amazon.', 'find deals on hp elitebook 8460 in computers on amazon.']",51.691759,
['baseball card value book'],"s - official site
books on she sarascatic - official site
books on she sarascatic - official site
bo","['buy baseball card value book at amazon!free shipping on qualified orders.', 'buy baseball card value book at amazon! free shipping on qualified orders.', 'buy baseball card value book at amazon! free shipping on qualified orders.', 'buy baseball card value book at amazon!free shipping on qualified orders.']",146.9268311,
['gaming ultrabook'],"
shop book shelves
books on she sales
books on she sales
books on she sales
books on she sales
books","['top-rated gaming ultrabookfree 2-day shipping w/amazon prime!', 'top-rated gaming ultrabook free 2-day shipping w/amazon prime!', 'top-rated gaming ultrabook free 2-day shipping w/amazon prime!']",289.6181963,
"[""book sets for children - save on kids' books for all ages""]","
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
"['cookery australian - buy books on cooking, food &amp; wine']","
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on sale on amazon -","['free shipping on qualified orders.', 'free shipping on qualified orders.']",44.89703626,
"[""goldbug book at amazon - save on kids' books for all ages""]","
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on she sarascatic -","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",60.38159185,
['goofy book at amazon.com']," - buy books on comkingt, the - amazon.com
books on sale on amazon - low priced books and pen - amaz",['buy goofy book at amazon! free shipping on qualified orders.'],36.95354089,
['jack schaefer books']," - shop low prices
books on sale on amazon - low prices on nal - amazon.com
books on card bdar - mil","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",37.45888248,
['model un handbook - by greg hodgin'],"g
shop books on sale - amazon - free 2-day shipping w/ amazon price - amazon.com
books on sale on am","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",67.28186317,
['electric guitar book - amazon.com']," official site
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on sa","['buy electric guitar book at amazon! free shipping on qualified orders.', 'buy electric guitar book at amazon! free shipping on qualified orders.', 'buy electric guitar book at amazon! free shipping on qualified orders.']",74.81836781,
['dr oetker cookbook - free 2-day shipping w/ amazon prime'],"
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on she sarascatic -","['low prices on millions of books', 'low prices on millions of books']",60.38159185,
['mac book pro stands at amazon - shop computers & add-ons'],"
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on she sarascatic -","['top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.', 'top-rated mac book pro stands. free 2-day shipping with amazon prime.']",60.38159185,
['before i go to sleep book'],"s - save on reference books - official site
books on she sarascati - official site
books on she sara","['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",99.21277506,
['antique clock repair books - amazon.com']," official site
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on sh","['millions of titles, new &amp; used. free shipping on qualified orders.']",44.79243618,
['learning books for 3 year old - buy popular products at amazon'],"
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
['jellyroll quilt books at amazon - official site'],"
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on selling
books on","['buy jellyroll quilt books at amazon. free shipping on qualified orders.', 'buy jellyroll quilt books at amazon. free shipping on qualified orders.', 'buy jellyroll quilt books at amazon. free shipping on qualified orders.']",51.691759,
"[""magic tree house books all - save on kids' books for all ages""]","
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",51.691759,
['strawberry scrapbook paper - amazon.com official site'],"
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on sale on amazon -","['find deals on strawberry scrapbook paper in crafts & sewing on amazon.', 'find deals on strawberry scrapbook paper in crafts & sewing on amazon.', 'find deals on strawberry scrapbook paper in crafts & sewing on amazon.', 'find deals on strawberry scrapbook paper in crafts & sewing on amazon.', 'find deals on strawberry scrapbook paper in crafts & sewing on amazon.']",44.89703626,
['shop book binding repair tape - free 2-day shipping w/ prime'],"
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on selling
books on","['find deals on book binding repair tape in craft supplies on amazon.', 'find deals on book binding repair tape in craft supplies on amazon.', 'find deals on book binding repair tape in craft supplies on amazon.', 'find deals on book binding repair tape in craft supplies on amazon.']",51.691759,
['birthday book dr suess at amazon - shop books - amazon.com'],"
books on sale on amazon - low priced books on selling
books on she sarascatic - amazon.com
books on","['free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.']",51.691759,
['sonography books - free 2-day shipping w/ amazon prime'],"
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on she sarascatic -","['low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books']",60.38159185,
['publish textbooks for kindle - free amazon self-publishing'],"
shop books on sale - amazon - free 2-day shipping w/ prime
books on she sarascatic - amazon.com
boo","['self-publish your textbooks with kindle direct publishing to reach millions.', 'self-publish your textbooks with kindle direct publishing to reach millions.']",44.82537642,
['computation notebook | engineering notebook'],"
shop books on sale - amazon - free 2-day shipping w/ prime
books on she sarascatic - amazon.com
boo","['professional computation notebook great for lab work and research', 'professional computation notebook great for lab work and research', 'professional computation notebook great for lab work and research']",44.82537642,
['hdmi for macbook air - amazon.com official site'],"
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on selling
books on",['find deals on hdmi for macbook air in electronic accessories on amazon.'],51.691759,
['kaplan ged 2015 at amazon - save on reference books'],"
books on she sarascatic - amazon.com
books on sale at amazon
books on she sarascatic - amazon.com
b","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",55.40099379,
['the best cookbook ever'],"
the book of series - amazon.com
books on card for kids - official site
books on she sarascato - sav","['buy books on cooking, food &amp; wine. free shipping on qualified orders.', 'buy books on cooking, food &amp; wine. free shipping on qualified orders.', 'buy books on cooking, food &amp; wine. free shipping on qualified orders.', 'buy books on cooking, food &amp; wine. free shipping on qualified orders.', 'buy books on cooking, food &amp; wine. free shipping on qualified orders.']",40.40743805,
['cat books at amazon - official site'],"
books on she sarascatic - amazon.com
books on sale on amazon - low priced books on seller
books on ","['buy cat books at amazon. free shipping on qualified orders.', 'buy cat books at amazon. free shipping on qualified orders.']",53.70811187,
['reading workbooks grade 5']," - official site
books on she sarascati - official site
books on she sarascati - official site
books","['save on reference booksfree shipping on qualified orders.', 'save on reference booksfree shipping on qualified orders.', 'save on reference booksfree shipping on qualified orders.', 'save on reference booksfree shipping on qualified orders.']",63.58507463,
['save on silver plated bookmark - amazon official site'],"
books on she sarascatic - amazon.com
books on she sarascatic - amazon.com
books on sale on amazon -","['shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.']",44.89703626,
