seed_text(prime_text),generated _text,perplexity,,
reservation,"reservation !fiscela centurien. new york hotel dealsvillin, san francisc. no rese",102.4675485,,
book,bookalt intson lisbong airport airportno reservation costs. great rates! b,57.86147214,,
package,"packaget hotels in bar/lounge, port isab. no reservation costs. great rates.e",54.7252991,,
resorts.,resorts. guare choichos in malaysia.eco-fride.hotel in ottawa cebe universaly ,111.7122082,,
in,"ind + foun austria ban, hinter. no reservation costs. great rates.the y ",142.9264342,,
no,"nosd!fing!les barberry kyb, singapore. no reservation costs. great rates",36.30118653,,
and,"and combos rates & save. segue hotel , lcoitz.3-star - christchest pla ho",78.00672039,,
on,"ons. grtets thitte hotel - miki, thames resort, barcelona. best price gu",97.56439411,,
your,yourd)ce find a hotel in carcherbry. save on hotels in tranfoot with exped,32.13224853,,
"ambassador,","ambassador, serepite.gatam delarie amsterdam, trco today. no reservation costs. g",93.50836312,,
north,"northib.uence bansas beach, pennsylvent, la im, rapa. no reservation costs.",82.76458522,,
cheap,cheap hotel in phiate nc online. no reservation costs. great rates.book a m,53.28384494,,
rates.,"rates.nofinenon rent apartments, venice. no reservation costs. great rates.d",111.7051047,,
hotels,hotels the centrif hotels near graradena. save up to 50% on your reservation,55.50247447,,
in,"indv on munilabity nyc, ontaria. no reservation costs. great rates.compa",52.09525208,,
secure,secure tupsy!best rates or refund + $50 coupon. save on hotels in awan. plan,88.92066099,,
thera,"theradeep east skialty hotel, narjide. no reservation costs. great rates.ho",72.37456104,,
+,"+00 7% off, duranat le-, hot springs, playa. no reservation costs. grea",114.3370755,,
hotels,"hotels now and packages. save big on hotels in longbots, italy. secure value",49.32575223,,
compare,"compare grantys hotel paskerdo, near albufeira. no reservation costs. great r",59.48179901,,
rates.,"rates. get instant condoor ca's athe beach, verset the lowest prices. save w",212.8048233,,
rates.,"rates. great ratel.book at the bell sebeck, st peterpark. no reservation cos",69.72332294,,
at,"atrvebirc hotel today!short car rental deals on the beach, chiale. no re",149.0850246,,
hotels.,"hotels. 150 rochenstan canyon sydtown central park, ireland. best price guara",327.4996125,,
no,noss!dligham zadar hotel today!best rates or refund +$50 coupon. book yo,308.7051388,,
your,yourd)ffifk krakech. best price guarantee.chateau new harbour hotel. cakut,110.1928062,,
"portofino,","portofino, chriun. best price guarantee! salamiri view resort & spa, nyc. no res",170.920854,,
negril,negrils tom scarbergle hotel today!best rates or refund + $50 coupon. book y,208.4347915,,
"prices,","prices,book your hobie fe gsune. no reservation costs. great rates.book at at",58.81600419,,
on,"ons. great prices.atiters hotels near disney montego bay, greatfrowtbest",166.1747227,,
your,"yourd)ffiff krakejain, gox. lowest price guarantee!book a districe hotel t",144.3739433,,
save,"saveboear hotel 533ccomnddafforad. hotel stralk hotel, al camel. no reserv",95.53124669,,
great,greatid. no reservation costs. great rates.book a motel in florida on golde,46.33899979,,
at,"atrar..lonal hotel hamphilaga, arin, yorkbook at hotel berry, sristic, n",126.0897426,,
and,"and compare hotels in viedton square, atlanta. no reservation costs. grea",45.98607988,,
no,"no svatee accras attey street.save on moonian hotel, newcastle upop to s",113.6899032,,
save,"saveboar resort and tower, china. no reservation costs. great rates.book a",24.55529431,,
manila,"manilail increne city, usll, cabo san lucas. no reservation costs. great rat",75.1559169,,
secure,"secure boick to mi antis & laoignamellis, turkey, islamorada. best price gua",115.8790551,,
great,greatind! no resorde hotel today all inclusive resort. shopping on siouxo. ,89.11491593,,
book,bookeals price guarantee! book a holiday hoapebest price guarantee! find d,142.9926414,,
cancellation.,cancellation. no reservation costs. great rates.bangkoky hotel near vancouver terra,120.6615198,,
rates.,"rates.ndland at the pram resort, kegli zoo. no reservation costs. great rate",74.78795632,,
texas,"texast rode park central, barcelona. chaing du village inn, new york. no re",957.2306764,,
costs.,costs. great rates.book lodging in quebec apartmenizona crown.troy curacapha,97.50225888,,
and,and compare exclsat prices. book your dream trunsez hotel today!save on y,71.12330996,,
great,greatinboon your xexpedia hotel in krabi. great deals on things to do in at,42.28633272,,
free,"frees in book on expedia today & save!save on this la maya olas inn, del-m",147.6004287,,
packages.,"packages.cheap hotels in manathani beach, il. 435 hotels in claps.3.5-star oak ",76.52441518,,
refund,refundebest price guarantee! book the niodhoboc'h airport hotels.save with e,158.337319,,
hotels,"hotels nood/al nc inn, jerusalio. no reservation costs. great rates.cgingant",56.84779142,,
find,findes chyb or oneinic chester your hotel detroit panama city. no reservat,144.3167266,,
4-star,"4-start onlinena resort & restaurant, estes apartments montler, pa online. n",283.025677,,
your,yourd)!f nitefind resort. no reservation costs. great rates.beapartment pl,30.95580663,,
tannersville,tannersville french ride international hotels!expedia guarantees the best princess,1245.552279,,
in,"indv onbing kong vieybook at hotel teake monacie, mana park. no reservat",114.0256533,,
nina,"nina vace vhilbert brent at tarling, zermisster, st petta valley beach. no",166.3643004,,
this,"thists occommodation near roma reykjavk, new orleans. by springs.beachfron",224.9407022,,
villa,"villawew. no reservation costs. great rates.book a motel in korana, greeven",55.92016113,,
reservation,reservation !sthney dublin inn & suites rome. fampleheverination to reservate bre,153.5484571,,
your,yourdeint rkyfrient and save big!find and compare exclusive deals on resor,43.76741814,,
no,"nos vetter mi hotel, sydney. no reservation costs. great rates.book at i",224.749904,,
book,book alsed near rution and fumus canyon beach.operale state hotel dinnstow,116.9356766,,
book,bookalt insaxc city. no reservation costs. great rates.grand hotel janedul,52.1415455,,
reservation,reservation !ofl on the best rates on this perville bank airport25 hotels near he,47.20105467,,
online.,online. great hotel rave on hotels in narmouth. lowest price guarantee!book l,142.6062174,,
"hotel,","hotel, garden. no reservation costs. great rates.bayfloridanave from a canal",74.36475543,,
"puccini,","puccini, ho chi minh. no reservation costs. great rates.hotel lutano resort, i",248.9186465,,
no,nos ffit chicago hotels.best rates or refund + $50 coupon. hotels in nac,180.5732125,,
hotel,"hotel+ - raven, philippinesbest rates or refund + $50 coupon. book lomo sta",442.4916312,,
in,"ind +too in chinatown, lisco. no reservation costs. great rates!book the",37.87689418,,
at,"atrv.book a beach coiva airport hotel near spa and save big!took at b,-d",43.65202526,,
reservation,"reservation !staz hotel eillia, canada. no reservation costs. great rates.london ",38.41317839,,
rarotonga.,"rarotonga. goff & jackson-motel, bandunbest rates or refund + $50 coupon. save o",169.6356455,,
shuttle,"shuttle mexice and semuis westang comur in jerusalem, brookland. no reservati",97.48053528,,
and,"and compare bic san all inclusive resorts in dussex, key city, canyon isl",213.2455317,,
accommodation,accommodation hotels in palace wa online. no reservation costs. great rates.book ac,88.00370948,,
no,"no svatee best price guarantee. book a peacel dimmone, francebest rates ",41.7911277,,
"newcastle,","newcastle, ca. dream. no reservation costs. great rates.book at hotel le gephep ",63.79153306,,
from,fromichbook at fredahcti panabala all inclusive. coconumar tulumbook at lo,94.83665874,,
on,"onxl finders caribbea, china. no reservation costs. great rates.book a v",81.92370961,,
rates.,"rates.nd packanemary island nerras, pauch. no reservation costs. great rates",40.96451932,,
georges,georges.book your area deals on hotels in city beach.exclubbook your accommod,64.59273631,,
"suites,","suites, sembby , hip, nick. no reservation costs. great rates.book a b&b in d",49.7260206,,
compare,"compare reserv,t arch hotel, dublin. no reservation costs. great rates.chowne",95.48051859,,
travel,"travelont no reservation costs. great rates!nova hotel, uall. best price gua",46.691071,,
guarantee!,"guarantee!expedias creedite.latt ritz waterans barcelona}, paimiabit inn, london",142.1523231,,
online.,online. no reservatio rat kresbur. no reservation costs or res or real tr.mor,121.6797174,,
book,book als on slen-style-des with 9 fetrby today.book hotels near borago yev,90.57316264,,
your,"yourdk + for hotel. jamiagi, bangkok. no reservation costs. great rates.bo",48.27262484,,
save,"savebook at hotel parligliz, holyok. no reservation costs. great rates.gra",45.53875592,,
dublin,dublines hotels. save on parkshotel canalpara house.laige beach resort!book ,47.43825143,,
rates,"ratesnnd 10 rancho, hydil it. no reservation costs. great rates.ari varanso",86.37600098,,
site!,"site!decpratiorinness, sandfront hotel adalamatoon. no reservation costs. g",99.7075959,,
"airport,","airport, . hotels!drums rides - solville barcelona tx hotel & reviews. compare",190.0406975,,
$50,"$500v cod downt parch, marca. no reservation costs. great rates.belwardho",72.72092968,,
reservation,"reservation !sdly boutique hotel nyc, jumbelledja. no reservation costs. great ra",48.30941524,,
great,"greato. no reservat on hotels in alca at mujerado, nea no beajings. save bi",82.60613917,,
lake,lake now. no reservation costs. great rates!book a hostel in rocks cruz tr,128.1842034,,
flight,flight topos barcelona hotels.best rates or refund + $50 coupon. find hotels,190.4834902,,
stay,"staythelibets hor elbha hotel plaza, puerto rico. no reservation costs. gr",98.9511529,,
big!,"big!l nheus resort kincia, almbratis, va. best price guarantee.penkissic, ",136.0794929,,
great,"greatr!no releviero epper palms house, denvels dylol, ireland.hotel in vien",290.091851,,
refund,"refundtnound hall hotel, kyoto. no reservation costs. great rates.book at so",116.8434872,,
"choices,","choices, gpin . find. walk to big and save big!find exclusive deals on best pr",59.67603198,,
trusted.,trusted. save on granfort hotel on east auckland airport.best rates or refund ,122.2810715,,
a,arant round vacation. no reservation costs. great rates.cabot inn on th,102.9981894,,
house,"house bic - caicon, lisbon street.coxpan your norwich car hotels, florida. ",401.8519495,,
travel,"travelion cebbourge, kyoto. no reservation costs. great rates.hotel carlton ",92.62614152,,
trusted.,trusted. save on univomes hotel today!best rates or refund +$50 coupon. book y,139.3980841,,
central,centralk bay resorts. book a 5-sboret hotel in naeom falls. shopping on site.,77.63586968,,
freeport.,freeport.book a topby hotels near vallartiik guesthouse a gate garden.book now ,217.306938,,
best,best yunted with 2 restaurants. fiendly vatursited of victoria hostel. fie,150.1867273,,
kangaroo,kangarooys inn naples. best price guarantee.pearlworrd village greecebraverset,94.3097124,,
costs.,costs. great rates.book a villa with armond hotel today!shiensave on yai hin,194.8011928,,
great,greatx.lowes & beachfront resort with 5 restaurants and full-service spa. s,415.0342616,,
rates.,"rates. great ratels in dembook your b&b, warwins, glenhar. no reservation co",75.38272055,,
great,"greatind stad & windsor, kunkslis bangkok airport25 hotels near seonanos mo",125.7706332,,
hostel.,"hostel. bernstapp townedge junesial, paris. no reservation costs. great rates",46.00556177,,
refund,refundt in west martighland. lowest price guarantee!droompallest albagwich c,154.5716671,,
with,"witheel reserve. best price guarantee.cairns accra gardens hotel, hospel. ",292.4324088,,
hotel,"hotelh vee, glincen. best price guarantee! book your package to hopkowest p",99.34948978,,
and,and compare booking.combook your springs save with expedia.save now on yo,124.5115522,,
a,"and,. gur. last best price guarantee.more choices, best prices, trusted",50.60318744,,
rates.,"rates. no reservation coxmstoos rates euceans yonden.4-star uecorado, ferrie",38.87748433,,
"hotel,","hotel, dunca bay nassaut and sun savibest rates or refund +$50 coupon. taupu",123.3789725,,
great,"greatx.vilapo modern resorts to cabins, fl and save big!find and compare ex",252.8505108,,
best,best younseeberge ramboe. great rates flight with expedia.get the expedia ,61.82765606,,
great,greatx.no relicona hotels.best rates or refund + $50 coupon. hotels in banf,99.32388378,,
big,bige yowppoo risco banff airport today!best rates or refund +$50 coupon. ,319.1050149,,
book,book ales.rick at the belwin hotel. beachfront retreat wa. save with exped,105.5218891,,
costs.,"costs. great rates.book your hotel in austin, shoreditch. no reservation cos",27.77088393,,
london,londone fimmiter hotel book now!secure value with expedias price guarantee. ,76.13430567,,
on,onl nerseding. save with expedia's price guarantee.book your hotel in am,38.18047869,,
no,"noss rccmosboat hotel today!book hotel + find delountair, sao vallarta.l",70.81566097,,
"rutherford,","rutherford, charleston. no reservation costs. great rates.cyprus int'l duval isla",282.4663674,,
in,"in7 % uavia harbor, new river. no reservation costs. great rates.canto a",71.77554384,,
great,"greatik. great rates.shall mandalaya hotel in shis donanda, new mall. no re",102.0478418,,
book,"bookeals price guarantee. book cocoa beach hostel, las vegas.guy triniwing",78.98710355,,
online.,"online. retike to bet zokwath, nc.best price guarantee! book your hotel in mi",121.5146652,,
deals,"deals ney park car, ca and save big!find and compare exclusive deals on hot",84.57403864,,
motel,"motel nerbery, liverpool, indiam. no reservation costs. great rates.book at",48.865564,,
hotel,"hotel+ - 225,000 r, horanston palace. no reservation costs. great rates!lap",61.61208877,,
deadwood.,deadwood.harb in harbor mo reservation sechervation aparthotel in downtown buri,516.8879273,,
your,yourdier cymocksside rooms.beachfront ch and secure hotel booking. hotels ,74.25448545,,
great,greatindi cownged 10 bere palma palace. pile shores vietre gardens!best rat,349.5087946,,
davids,"davidsos at the palmont, pa./clandy liskevo des resort, cherne, near south a",106.3416462,,
all,"allus nent centre, vietnace. no reservation costs. great rates.book a hot",131.5908072,,
great,"greatik. no reservation costobook at the royal bangkok hotel accramo, chica",96.93104309,,
suwanee,"suwanee, stockwid. no reservation costs. great rates.club funlle hotel, car l",118.4629343,,
online.,"online. no reservation  sattes ibiza resort, chester. no reservation costs. g",96.09083788,,
reservation,"reservation !stany sap-onlard, near basermorlage. save big on hotels in pierre.mo",43.95138087,,
costs.,costs. great rates.book a hotel fe the best price. book the snownt sail skie,94.35060982,,
reservation.,"reservation.flom v. baivit feeshettles, edmonton. no reservation costs. great rate",183.4326519,,
great,"greation. bour for resorts in hong kong beach, ne and save big!find exclusi",117.0207786,,
"prices,","prices,book a cyt + the key west. best price guarantee.sundaren inn, madenzna",79.10321658,,
kuala,"kualand.san petala, san antonio. no reservation costs. great rates.book at ",48.45357076,,
rates.,"rates. get expedia's price guarantee.book your hotel in new orleans, pa onli",93.90955361,,
costs.,"costs. great rates.book your hotel in paslingapore district, ompara. no rese",35.72370756,,
hotel,hotel+ en anchorage melbourne from mountainselonter el sea.dest in miami be,611.862741,,
best,"best yun.way ana antigua, manila. no reservation costs. great ratesoshopst",58.70989943,,
no,noss loc-dilber hotel today!best rates or refund + $50 coupon. book your,74.7437015,,
hotels,"hotels nome - las villatt resort, canilly. no reservation costs. great rates",65.13379745,,
locations,"locations central shopping hotel in lake lodge, walk to ma beach, maine. no res",351.6048222,,
+,+00! no reservation nb sero hotels near the airport.best rates or refun,51.75936098,,
save,save byd apartment in baine city. easy and save big!find exclusive deals o,122.439942,,
costs.,"costs. great rates.book a hotel in pointe, strem ma. no reservation costs. g",68.29640458,,
energy,"energy mataball at timmi, austria today!coxpry hotels in koh petersbury cent",198.3966914,,
online.,online. great rates!h100 colieneda straltuauvery palm denas droodsmore churin,106.8663589,,
golden,golden!expedia guarantees the best price guarantee save big on hotels in met,69.46433057,,
accommodations,accommodations in bar 407 incnetta fietrier online. no reservation costs. great rate,169.514011,,
reservation,reservation cos.s. great rates!modalli mont-tremmer's hotel waterbook at grand ug,58.91338854,,
find,"findent compare low rates from top britisvalk centre, brige.more choices, ",154.3107186,,
and,"and compare exclusive deals on hoteser s innion sea, new reef resort, fir",167.1778276,,
"hotel,","hotel, gjoon.hotel berlin hotel, genever. best price guarantee.angking silk-",113.5032424,,
shopping,"shopping restat/ant mkon.boardwalk, wembley amsterdambe, niagara wall. no rese",262.1330834,,
japan.,"japan. no reservation costs. great rates.book at cardivos, close and louis o",152.0259167,,
,,,127.6058573,117.7807996
