id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words
-,-,best rates or refund + $50 coupon. save big on hotels in maris.,-,-,-,90.77,Easy,1th and 2th grade,15,12,2,2
-,-,best rates or refund + $50 coupon. save big on hotels in maris.,-,-,-,90.77,Easy,1th and 2th grade,15,12,2,2
-,-,best rates or refund + $50 coupon. save big on hotels in maris.,-,-,-,90.77,Easy,1th and 2th grade,15,12,2,2
-,-,"book at hotel san artonio, miami beach. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3
-,-,"book at hotel san artonio, miami beach. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3
-,-,"book at hotel san artonio, miami beach. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3
-,-,"find and compare exclusive deals on hotels in st. antels, arizona and save big!",-,-,-,81.29,Easy,3th and 4th grade,20,14,2,4
-,-,"find and compare exclusive deals on hotels in st. antels, arizona and save big!",-,-,-,81.29,Easy,3th and 4th grade,20,14,2,4
-,-,"find and compare exclusive deals on hotels in st. antels, arizona and save big!",-,-,-,81.29,Easy,3th and 4th grade,20,14,2,4
-,-,best rates on hotel carlina. plan your next trip with expedia.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,2
-,-,best rates on hotel carlina. plan your next trip with expedia.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,2
-,-,best rates on hotel carlina. plan your next trip with expedia.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,2
-,-,book a b&b in steney online. no reservation costs. great rates.,-,-,-,91.27,Easy,6th and 7th grade,14,11,2,2
-,-,book a b&b in steney online. no reservation costs. great rates.,-,-,-,91.27,Easy,6th and 7th grade,14,11,2,2
-,-,book a b&b in steney online. no reservation costs. great rates.,-,-,-,91.27,Easy,6th and 7th grade,14,11,2,2
-,-,"book at the salis hotel, linbon. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,"book at the salis hotel, linbon. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,"book at the salis hotel, linbon. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,best rates or refund + $50 coupon. book your halifar hotel today!,-,-,-,74.35,Easy,7th and 8th grade,17,11,2,3
-,-,best rates or refund + $50 coupon. book your halifar hotel today!,-,-,-,74.35,Easy,7th and 8th grade,17,11,2,3
-,-,best rates or refund + $50 coupon. book your halifar hotel today!,-,-,-,74.35,Easy,7th and 8th grade,17,11,2,3
-,-,book your hotel in bath ro online. no reservation costs. great rates.,-,-,-,90.77,Easy,6th and 7th grade,16,12,2,2
-,-,book your hotel in bath ro online. no reservation costs. great rates.,-,-,-,90.77,Easy,6th and 7th grade,16,12,2,2
-,-,book your hotel in bath ro online. no reservation costs. great rates.,-,-,-,90.77,Easy,6th and 7th grade,16,12,2,2
-,-,book at the beach resort & spa san francisco. no reservation costs. great rates.,-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,book at the beach resort & spa san francisco. no reservation costs. great rates.,-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,book at the beach resort & spa san francisco. no reservation costs. great rates.,-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,best rates on hotel canada resort. plan your next trip with expedia.,-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3
-,-,best rates on hotel canada resort. plan your next trip with expedia.,-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3
-,-,best rates on hotel canada resort. plan your next trip with expedia.,-,-,-,82.31,Easy,3th and 4th grade,17,12,2,3
-,-,best rates or refund + $50 coupon. book your san juan hotel today!,-,-,-,90.77,Easy,2th and 3th grade,16,12,2,2
-,-,best rates or refund + $50 coupon. book your san juan hotel today!,-,-,-,90.77,Easy,2th and 3th grade,16,12,2,2
-,-,best rates or refund + $50 coupon. book your san juan hotel today!,-,-,-,90.77,Easy,2th and 3th grade,16,12,2,2
-,-,book at hotel excelsior convention center. no reservation costs. great rates.,-,-,-,57.43,Difficult,9th and 10th grade,19,11,2,4
-,-,book at hotel excelsior convention center. no reservation costs. great rates.,-,-,-,57.43,Difficult,9th and 10th grade,19,11,2,4
-,-,book at hotel excelsior convention center. no reservation costs. great rates.,-,-,-,57.43,Difficult,9th and 10th grade,19,11,2,4
-,-,book at hotel sen royal stadeon. no reservation costs. great rates.,-,-,-,82.81,Easy,5th and 6th grade,15,11,2,1
-,-,book at hotel sen royal stadeon. no reservation costs. great rates.,-,-,-,82.81,Easy,5th and 6th grade,15,11,2,1
-,-,book at hotel sen royal stadeon. no reservation costs. great rates.,-,-,-,82.81,Easy,5th and 6th grade,15,11,2,1
-,-,"book at hotel seles palace, palm springs. no reservation costs. great rates.",-,-,-,90.77,Easy,10th and 11th grade,16,12,2,2
-,-,"book at hotel seles palace, palm springs. no reservation costs. great rates.",-,-,-,90.77,Easy,10th and 11th grade,16,12,2,2
-,-,"book at hotel seles palace, palm springs. no reservation costs. great rates.",-,-,-,90.77,Easy,10th and 11th grade,16,12,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in saint james city, ca.",-,-,-,98.21,Easy,4th and 5th grade,17,14,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in saint james city, ca.",-,-,-,98.21,Easy,4th and 5th grade,17,14,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in saint james city, ca.",-,-,-,98.21,Easy,4th and 5th grade,17,14,2,2
-,-,best rates or refund + $50 coupon. book your hotel in singipore today!,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,best rates or refund + $50 coupon. book your hotel in singipore today!,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,best rates or refund + $50 coupon. book your hotel in singipore today!,-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,book at hotel santa carina beach resort. no reservation costs. great rates.,-,-,-,65.39,Standard,17th and 18th grade,19,12,2,4
-,-,book at hotel santa carina beach resort. no reservation costs. great rates.,-,-,-,65.39,Standard,17th and 18th grade,19,12,2,4
-,-,book at hotel santa carina beach resort. no reservation costs. great rates.,-,-,-,65.39,Standard,17th and 18th grade,19,12,2,4
-,-,"book at the starbor hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the starbor hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the starbor hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,book a b&b in bristal online. no reservation costs. great rates.,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,book a b&b in bristal online. no reservation costs. great rates.,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,book a b&b in bristal online. no reservation costs. great rates.,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,"book a hotel near st arena station, station. save up to 50% on your reservation.",-,-,-,80.78,Easy,2th and 3th grade,21,15,2,4
-,-,"book a hotel near st arena station, station. save up to 50% on your reservation.",-,-,-,80.78,Easy,2th and 3th grade,21,15,2,4
-,-,"book a hotel near st arena station, station. save up to 50% on your reservation.",-,-,-,80.78,Easy,2th and 3th grade,21,15,2,4
-,-,"book at the longeng hotel & spa, killarney. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3
-,-,"book at the longeng hotel & spa, killarney. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3
-,-,"book at the longeng hotel & spa, killarney. no reservation costs. great rates.",-,-,-,65.39,Standard,7th and 8th grade,19,12,2,3
-,-,"book a hostel in banff, near miami. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book a hostel in banff, near miami. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book a hostel in banff, near miami. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at the salin hall hotel & suites, miami beach. no reservation costs. great rates.",-,-,-,81.29,Easy,5th and 6th grade,20,14,2,2
-,-,"book at the salin hall hotel & suites, miami beach. no reservation costs. great rates.",-,-,-,81.29,Easy,5th and 6th grade,20,14,2,2
-,-,"book at the salin hall hotel & suites, miami beach. no reservation costs. great rates.",-,-,-,81.29,Easy,5th and 6th grade,20,14,2,2
-,-,"book at the barcelona hotel & spa, miami beach. no reservation costs. great rates.",-,-,-,73.34,Easy,10th and 11th grade,19,13,2,2
-,-,"book at the barcelona hotel & spa, miami beach. no reservation costs. great rates.",-,-,-,73.34,Easy,10th and 11th grade,19,13,2,2
-,-,"book at the barcelona hotel & spa, miami beach. no reservation costs. great rates.",-,-,-,73.34,Easy,10th and 11th grade,19,13,2,2
-,-,"book at the starboro hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the starboro hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the starboro hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the strand hotel, london. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,"book at the strand hotel, london. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,"book at the strand hotel, london. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,"book at the starbul hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the starbul hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at the starbul hotel, london. no reservation costs. great rates.",-,-,-,74.35,Easy,9th and 10th grade,16,11,2,4
-,-,"book at hotel saint-ariza park, marrakech. no reservation costs. great rates.",-,-,-,74.35,Easy,14th and 15th grade,17,11,2,3
-,-,"book at hotel saint-ariza park, marrakech. no reservation costs. great rates.",-,-,-,74.35,Easy,14th and 15th grade,17,11,2,3
-,-,"book at hotel saint-ariza park, marrakech. no reservation costs. great rates.",-,-,-,74.35,Easy,14th and 15th grade,17,11,2,3
-,-,"book at the barcelona, manchester. no reservation costs. great rates.",-,-,-,83.32,Easy,11th and 12th grade,14,10,2,2
-,-,"book at the barcelona, manchester. no reservation costs. great rates.",-,-,-,83.32,Easy,11th and 12th grade,14,10,2,2
-,-,"book at the barcelona, manchester. no reservation costs. great rates.",-,-,-,83.32,Easy,11th and 12th grade,14,10,2,2
-,-,best rates or refund + $50 coupon. book your san jose hotel today!,-,-,-,90.77,Easy,2th and 3th grade,16,12,2,2
-,-,best rates or refund + $50 coupon. book your san jose hotel today!,-,-,-,90.77,Easy,2th and 3th grade,16,12,2,2
-,-,best rates or refund + $50 coupon. book your san jose hotel today!,-,-,-,90.77,Easy,2th and 3th grade,16,12,2,2
-,-,"book at the starlon house, san francisco. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at the starlon house, san francisco. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at the starlon house, san francisco. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in benidor, india.",-,-,-,90.77,Easy,7th and 8th grade,16,12,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in benidor, india.",-,-,-,90.77,Easy,7th and 8th grade,16,12,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in benidor, india.",-,-,-,90.77,Easy,7th and 8th grade,16,12,2,3
-,-,best rates or refund + $50 coupon on hotel in bangfok and save big!,-,-,-,83.66,Easy,5th and 6th grade,17,13,1,2
-,-,best rates or refund + $50 coupon on hotel in bangfok and save big!,-,-,-,83.66,Easy,5th and 6th grade,17,13,1,2
-,-,best rates or refund + $50 coupon on hotel in bangfok and save big!,-,-,-,83.66,Easy,5th and 6th grade,17,13,1,2
-,-,"book at the barcel near hotel, milan. no reservation costs. great rates.",-,-,-,82.31,Easy,8th and 9th grade,17,12,2,4
-,-,"book at the barcel near hotel, milan. no reservation costs. great rates.",-,-,-,82.31,Easy,8th and 9th grade,17,12,2,4
-,-,"book at the barcel near hotel, milan. no reservation costs. great rates.",-,-,-,82.31,Easy,8th and 9th grade,17,12,2,4
-,-,book a b&b in bridgen online. no reservation costs. great rates.,-,-,-,82.81,Easy,7th and 8th grade,15,11,2,3
-,-,book a b&b in bridgen online. no reservation costs. great rates.,-,-,-,82.81,Easy,7th and 8th grade,15,11,2,3
-,-,book a b&b in bridgen online. no reservation costs. great rates.,-,-,-,82.81,Easy,7th and 8th grade,15,11,2,3
-,-,"book a hotel near st georgia stadion, stadium. save up to 50% on your reservation.",-,-,-,72.32,Easy,6th and 7th grade,22,15,2,4
-,-,"book a hotel near st georgia stadion, stadium. save up to 50% on your reservation.",-,-,-,72.32,Easy,6th and 7th grade,22,15,2,4
-,-,"book a hotel near st georgia stadion, stadium. save up to 50% on your reservation.",-,-,-,72.32,Easy,6th and 7th grade,22,15,2,4
-,-,book your hotel in san faancisco online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,book your hotel in san faancisco online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,book your hotel in san faancisco online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,3
-,-,book your hotel in barrelon online. no reservation costs. great rates.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
-,-,book your hotel in barrelon online. no reservation costs. great rates.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
-,-,book your hotel in barrelon online. no reservation costs. great rates.,-,-,-,74.35,Easy,6th and 7th grade,16,11,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in belfick, mi.",-,-,-,90.77,Easy,4th and 5th grade,15,12,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in belfick, mi.",-,-,-,90.77,Easy,4th and 5th grade,15,12,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in belfick, mi.",-,-,-,90.77,Easy,4th and 5th grade,15,12,2,2
-,-,book your hotel in san juan al online. no reservation costs. great rates.,-,-,-,90.26,Easy,6th and 7th grade,17,13,2,2
-,-,book your hotel in san juan al online. no reservation costs. great rates.,-,-,-,90.26,Easy,6th and 7th grade,17,13,2,2
-,-,book your hotel in san juan al online. no reservation costs. great rates.,-,-,-,90.26,Easy,6th and 7th grade,17,13,2,2
-,-,"book at hotel el central, las vegas. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at hotel el central, las vegas. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at hotel el central, las vegas. no reservation costs. great rates.",-,-,-,82.31,Easy,7th and 8th grade,17,12,2,3
-,-,"book at the santa beach resort, cardiff. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,3
-,-,"book at the santa beach resort, cardiff. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,3
-,-,"book at the santa beach resort, cardiff. no reservation costs. great rates.",-,-,-,90.77,Easy,1th and 2th grade,16,12,2,3
-,-,book your hotel in santa barbara online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,4
-,-,book your hotel in santa barbara online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,4
-,-,book your hotel in santa barbara online. no reservation costs. great rates.,-,-,-,73.85,Easy,6th and 7th grade,18,12,2,4
-,-,"book at the london, mantheil. no reservation costs. great rates.",-,-,-,83.32,Easy,15th and 16th grade,14,10,2,3
-,-,"book at the london, mantheil. no reservation costs. great rates.",-,-,-,83.32,Easy,15th and 16th grade,14,10,2,3
-,-,"book at the london, mantheil. no reservation costs. great rates.",-,-,-,83.32,Easy,15th and 16th grade,14,10,2,3
-,-,best rates or refund + $50 coupon. book your hotel in bangkok today!,-,-,-,90.77,Easy,6th and 7th grade,16,12,2,2
-,-,best rates or refund + $50 coupon. book your hotel in bangkok today!,-,-,-,90.77,Easy,6th and 7th grade,16,12,2,2
-,-,best rates or refund + $50 coupon. book your hotel in bangkok today!,-,-,-,90.77,Easy,6th and 7th grade,16,12,2,2
-,-,book your hotel in san francisco ci online. no reservation costs. great rates.,-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,book your hotel in san francisco ci online. no reservation costs. great rates.,-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,book your hotel in san francisco ci online. no reservation costs. great rates.,-,-,-,73.34,Easy,13th and 14th grade,19,13,2,3
-,-,best rates or refund + $50 coupon. book your hotel in singapore today!,-,-,-,73.85,Easy,7th and 8th grade,18,12,2,3
-,-,best rates or refund + $50 coupon. book your hotel in singapore today!,-,-,-,73.85,Easy,7th and 8th grade,18,12,2,3
-,-,best rates or refund + $50 coupon. book your hotel in singapore today!,-,-,-,73.85,Easy,7th and 8th grade,18,12,2,3
-,-,"book at the lakes hotel, london. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,"book at the lakes hotel, london. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,"book at the lakes hotel, london. no reservation costs. great rates.",-,-,-,82.81,Easy,8th and 9th grade,15,11,2,3
-,-,book your hotel in santa berney online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3
-,-,book your hotel in santa berney online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3
-,-,book your hotel in santa berney online. no reservation costs. great rates.,-,-,-,82.31,Easy,9th and 10th grade,17,12,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in bender, georgia.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,4
-,-,"best rates or refund + $50 coupon. save on hotels in bender, georgia.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,4
-,-,"best rates or refund + $50 coupon. save on hotels in bender, georgia.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,4
-,-,"book a hotel near hong kong airport, bangkok. save up to 50% on your reservation.",-,-,-,89.24,Easy,2th and 3th grade,19,15,2,2
-,-,"book a hotel near hong kong airport, bangkok. save up to 50% on your reservation.",-,-,-,89.24,Easy,2th and 3th grade,19,15,2,2
-,-,"book a hotel near hong kong airport, bangkok. save up to 50% on your reservation.",-,-,-,89.24,Easy,2th and 3th grade,19,15,2,2
-,-,book your hotel in barcelona online. no reservation costs. great rates.,-,-,-,82.81,Easy,11th and 12th grade,15,11,2,2
-,-,book your hotel in barcelona online. no reservation costs. great rates.,-,-,-,82.81,Easy,11th and 12th grade,15,11,2,2
-,-,book your hotel in barcelona online. no reservation costs. great rates.,-,-,-,82.81,Easy,11th and 12th grade,15,11,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in bangkok city, nc.",-,-,-,98.72,Easy,2th and 3th grade,16,13,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in bangkok city, nc.",-,-,-,98.72,Easy,2th and 3th grade,16,13,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in bangkok city, nc.",-,-,-,98.72,Easy,2th and 3th grade,16,13,2,2
-,-,"best price guarantee! book at the lake lodge hotel, london. no reservation costs. great rates.",-,-,-,83.32,Easy,7th and 8th grade,21,15,3,4
-,-,"best price guarantee! book at the lake lodge hotel, london. no reservation costs. great rates.",-,-,-,83.32,Easy,7th and 8th grade,21,15,3,4
-,-,"best price guarantee! book at the lake lodge hotel, london. no reservation costs. great rates.",-,-,-,83.32,Easy,7th and 8th grade,21,15,3,4
-,-,"best rates or refund + $50 coupon. save on hotels in barbor, iraland.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,4
-,-,"best rates or refund + $50 coupon. save on hotels in barbor, iraland.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,4
-,-,"best rates or refund + $50 coupon. save on hotels in barbor, iraland.",-,-,-,82.31,Easy,3th and 4th grade,17,12,2,4
-,-,"book a hostel in benidorm, mi. no reservation costs. great rates.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,"book a hostel in benidorm, mi. no reservation costs. great rates.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,"book a hostel in benidorm, mi. no reservation costs. great rates.",-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,book your hotel in berlin ca online. no reservation costs. great rates.,-,-,-,90.77,Easy,1th and 2th grade,16,12,2,2
-,-,book your hotel in berlin ca online. no reservation costs. great rates.,-,-,-,90.77,Easy,1th and 2th grade,16,12,2,2
-,-,book your hotel in berlin ca online. no reservation costs. great rates.,-,-,-,90.77,Easy,1th and 2th grade,16,12,2,2
-,-,book a hotel near station mall. save up to 50% on your reservation.,-,-,-,90.26,Easy,1th and 2th grade,17,13,2,1
-,-,book a hotel near station mall. save up to 50% on your reservation.,-,-,-,90.26,Easy,1th and 2th grade,17,13,2,1
-,-,book a hotel near station mall. save up to 50% on your reservation.,-,-,-,90.26,Easy,1th and 2th grade,17,13,2,1
-,-,book a b&b in banff online. no reservation costs. great rates.,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,book a b&b in banff online. no reservation costs. great rates.,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,book a b&b in banff online. no reservation costs. great rates.,-,-,-,91.27,Easy,1th and 2th grade,14,11,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in santa cruz beach, fl.",-,-,-,89.75,Easy,2th and 3th grade,18,14,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in santa cruz beach, fl.",-,-,-,89.75,Easy,2th and 3th grade,18,14,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in santa cruz beach, fl.",-,-,-,89.75,Easy,2th and 3th grade,18,14,2,3
-,-,"book at hotel seles paris, paris. no reservation costs. great rates.",-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,"book at hotel seles paris, paris. no reservation costs. great rates.",-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,"book at hotel seles paris, paris. no reservation costs. great rates.",-,-,-,82.81,Easy,6th and 7th grade,15,11,2,2
-,-,book your hotel in batan city centre with expedia today.,-,-,-,69.79,Standard,8th and 9th grade,15,10,1,3
-,-,book your hotel in batan city centre with expedia today.,-,-,-,69.79,Standard,8th and 9th grade,15,10,1,3
-,-,book your hotel in batan city centre with expedia today.,-,-,-,69.79,Standard,8th and 9th grade,15,10,1,3
-,-,"book at the staning hotel, taipei. no reservation costs. great rates.",-,-,-,82.81,Easy,9th and 10th grade,15,11,2,3
-,-,"book at the staning hotel, taipei. no reservation costs. great rates.",-,-,-,82.81,Easy,9th and 10th grade,15,11,2,3
-,-,"book at the staning hotel, taipei. no reservation costs. great rates.",-,-,-,82.81,Easy,9th and 10th grade,15,11,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in bangkok, ma.",-,-,-,90.77,Easy,4th and 5th grade,15,12,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in bangkok, ma.",-,-,-,90.77,Easy,4th and 5th grade,15,12,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in bangkok, ma.",-,-,-,90.77,Easy,4th and 5th grade,15,12,2,2
-,-,"book at hotel excelsior, miami. no reservation costs. great rates.",-,-,-,57.94,Difficult,15th and 16th grade,17,10,2,3
-,-,"book at hotel excelsior, miami. no reservation costs. great rates.",-,-,-,57.94,Difficult,15th and 16th grade,17,10,2,3
-,-,"book at hotel excelsior, miami. no reservation costs. great rates.",-,-,-,57.94,Difficult,15th and 16th grade,17,10,2,3
-,-,best rates or refund + $50 coupon. save on hotels in saint beach ca.,-,-,-,98.72,Easy,1th and 2th grade,16,13,2,2
-,-,best rates or refund + $50 coupon. save on hotels in saint beach ca.,-,-,-,98.72,Easy,1th and 2th grade,16,13,2,2
-,-,best rates or refund + $50 coupon. save on hotels in saint beach ca.,-,-,-,98.72,Easy,1th and 2th grade,16,13,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in san jose, india.",-,-,-,90.26,Easy,2th and 3th grade,17,13,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in san jose, india.",-,-,-,90.26,Easy,2th and 3th grade,17,13,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in san jose, india.",-,-,-,90.26,Easy,2th and 3th grade,17,13,2,3
-,-,"best rates or refund + $50 coupon. save on hotels in saint jakes, tn.",-,-,-,98.72,Easy,4th and 5th grade,16,13,2,2
-,-,"best rates or refund + $50 coupon. save on hotels in saint jakes, tn.",-,-,-,98.72,Easy,4th and 5th grade,16,13,2,2
