id,seed_text(prime_text),generated_text,perplexity,readability_(0-10),relevance_(R/I),difficulty_score,difficulty_label,school_grade_level,#_syllables,#_words,#_sentences,#_difficult_words,,,
-,-,"compare at perfect hotel in vienna book today! old george albany hotel, carlsbad.",-,-,-,56.42,Fairly Difficult,6th and 7th grade,22,13,2,6,,,
-,-,hotel in plymouth best online. no reservation costs. great rates! best rates or,-,-,-,84.03,Easy,6th and 7th grade,18,13,3,3,,,
-,-,great rates. hotel with gr restaurants montego suites virginia center. walk to grande,-,-,-,81.8,Easy,8th and 9th grade,18,13,2,4,,,
-,-,north cromwell. no reservation costs. great rates. montreal hotels near santiago airport near,-,-,-,56.42,Fairly Difficult,8th and 9th grade,22,13,2,4,,,
-,-,hotel in natick ma online. no reservation costs. great rates. expedia best price,-,-,-,75.57,Fairly Easy,7th and 8th grade,20,13,3,4,,,
-,-,reservation costs. great rates. compare best price guarantee! book accommodation in dubai. no,-,-,-,56.42,Fairly Difficult,13th and 14th grade,22,13,2,3,,,
-,-,save on cheap hotels in lake tahoe. book on expedia today! save big,-,-,-,90.26,Very Easy,1th and 2th grade,17,13,2,3,,,
-,-,"suwanee euroflat no reservation costs. great rates. save on hotels in venice, mt.",-,-,-,81.8,Easy,10th and 11th grade,18,13,2,4,,,
-,-,"suites, il point ny online. no reservation costs. great rates. book now! best",-,-,-,98.72,Very Easy,1th and 2th grade,16,13,2,2,,,
-,-,"book accommodation in soho. no reservation costs. great rates. book at hotel metropole,",-,-,-,67.11,Standard,7th and 8th grade,21,13,3,3,,,
-,-,"rates book your hotel near airport centre, london. no reservation costs harborside princess",-,-,-,64.88,Standard,8th and 9th grade,21,13,2,4,,,
-,-,hotels in united adelaide. no reservation costs. great rates. save on hotel worldwide.,-,-,-,75.57,Fairly Easy,9th and 10th grade,20,13,3,5,,,
-,-,"find and compare exclusive deals on hotels in cusco, maine and save big!",-,-,-,75.2,Fairly Easy,6th and 7th grade,18,13,1,3,,,
-,-,great rates. star hotels residence japan save with expedia's price guarantee. jaco book,-,-,-,58.28,Fairly Difficult,9th and 10th grade,21,13,1,5,,,
-,-,"book a budget hotel today! family-friendly rome city cruise facing the beach, rome",-,-,-,73.34,Fairly Easy,7th and 8th grade,20,13,2,3,,,
-,-,hotel in plymouth meeting mi best rates or credit card turkey hotels near,-,-,-,66.74,Standard,7th and 8th grade,19,13,1,3,,,
-,-,"flight deals on hotels online. book a hostel in seoul, uae. expedia price",-,-,-,81.8,Easy,3th and 4th grade,18,13,2,4,,,
-,-,"costs. great rates. 5-star beach resort with wi-fi, valley, san diego beach. s",-,-,-,92.12,Very Easy,8th and 9th grade,16,13,1,3,,,
-,-,"choices, save on hotels in this mexico city. & attractions. retreat health club,",-,-,-,56.93,Fairly Difficult,10th and 11th grade,20,12,2,5,,,
-,-,rates book accommodation in jerusalem online. no reservation costs. great rates. find and,-,-,-,73.34,Fairly Easy,13th and 14th grade,20,13,2,3,,,
-,-,package san washington best hotel in santorini online. no reservation costs. great rates.,-,-,-,56.42,Fairly Difficult,9th and 10th grade,22,13,2,4,,,
-,-,"great rates. hotel with expedia to canberra, burlington. best rates or refund +",-,-,-,56.93,Fairly Difficult,17th and 18th grade,20,12,2,4,,,
-,-,"trusted. book cheap hotels in omaha, ne. book accommodation in rome online. no",-,-,-,56.42,Fairly Difficult,9th and 10th grade,22,13,2,5,,,
-,-,refund motels all bay beach hotel today! get expedia's great travel prices. save,-,-,-,73.34,Fairly Easy,6th and 7th grade,20,13,2,5,,,
-,-,"prices, old new palms ny rock melaka. no reservation costs. great rates save",-,-,-,100.95,Other Value,5th and 6th grade,16,13,3,2,,,
-,-,great rates. luxury edinburgh hotel near virginia beach. find and on fremont street,-,-,-,73.34,Fairly Easy,8th and 9th grade,20,13,2,4,,,
-,-,"book at hotel oudaya, vilamoura. no reservation costs. great rates. el should marco",-,-,-,75.57,Fairly Easy,8th and 9th grade,20,13,3,4,,,
-,-,reservation costs. great rates. search for hotels in stowe. no reservation costs. great,-,-,-,81.8,Easy,10th and 11th grade,18,13,2,2,,,
-,-,"reservation costs. great rates. best rates on omaha hotel & walking private beach,",-,-,-,50.84,Fairly Difficult,9th and 10th grade,20,12,1,4,,,
-,-,deals book a cheap hotel in hilton penh abbey island online. no reservation,-,-,-,75.2,Fairly Easy,6th and 7th grade,18,13,1,2,,,
-,-,near the san antonio center. book at natura best now. save with expedia's,-,-,-,75.57,Fairly Easy,8th and 9th grade,19,13,3,4,,,
-,-,hotel in plymouth meeting pa. no reservation costs. great rates. best rates or,-,-,-,84.03,Easy,6th and 7th grade,18,13,3,2,,,
-,-,"best in key bay beach fl oceanfront hotel, dubai. no reservation costs. great",-,-,-,90.26,Very Easy,1th and 2th grade,17,13,2,3,,,
-,-,"book a 5-star in sophia, chicago, munich. casa rico. no reservation costs. great",-,-,-,73.34,Fairly Easy,6th and 7th grade,19,13,2,5,,,
-,-,"near the san antonio center. book at natura queen beach hotel, united mexico.",-,-,-,64.88,Standard,8th and 9th grade,21,13,2,6,,,
-,-,"big! book a hotel near villa rosa, paris, stadium, kansas city. save with",-,-,-,75.2,Fairly Easy,7th and 8th grade,18,13,1,3,,,
-,-,"locations best and compare exclusive deals on accommodations in columbia, ontario and save",-,-,-,32.9,Difficult,11th and 12th grade,25,13,1,5,,,
-,-,compare hotels in phuket online. book accommodation in boracay online. no reservation costs.,-,-,-,41.73,Difficult,9th and 10th grade,25,13,3,5,,,
,,,,,,,,,,,,,,Difficulty,count
,,,,,,,,,,,,,,Very Easy,13
,,,,,,,,,,,,,,Easy,26
,,,,,,,,,,,,,,Fairly Easy,26
,,,,,,,,,,,,,,Standard,13
,,,,,,,,,,,,,,Fairly Difficult,16
,,,,,,,,,,,,,,Difficult,5
,,,,,,,,,,,,,,Very Confusing,1
